,Unnamed: 0,Unnamed: 0.1,IDfg,Name,Team,Age,AVG,OBP,SLG,Contact% (pi),BatterIDs,TeamIDs,Pitchers,Home,Ballpark,BallparkNumber,PitcherIDs,era,h9,k9,whip,avg,MatchupAverage,Game 1,Game 2,Game 3,Game 4,Game 5,TestLabels
0,0,0,15640,Aaron Judge,NYY,30,0.303,0.393,0.675,0.736,592450,147,Triston McKenzie,0,Progressive Field,7,663474,3.16,6.33,8.51,0.96,0.197,0.0,0.0,0.333,0.0,0.333,0.0,False
1,1,1,9777,Nolan Arenado,STL,31,0.3,0.369,0.55,0.81,571448,138,Zack Wheeler,0,Citizens Bank Park,16,554430,2.63,7.25,9.73,1.03,0.218,0.25,0.5,1.0,0.0,0.5,0.0,True
2,2,2,9218,Paul Goldschmidt,STL,34,0.329,0.413,0.609,0.768,502671,138,Zack Wheeler,0,Citizens Bank Park,16,554430,2.63,7.25,9.73,1.03,0.218,0.235,0.5,0.5,0.0,0.333,1.0,False
3,3,4,18314,Dansby Swanson,ATL,28,0.292,0.348,0.464,0.7090000000000001,621020,144,Luis Castillo,0,Great American Ball Park,8,622491,1.84,4.91,9.2,0.89,0.163,0.375,0.6,0.8,0.0,0.0,0.0,False
4,4,6,11493,Manny Machado,SDP,29,0.29,0.362,0.509,0.7759999999999999,592518,135,Clayton Kershaw,0,Dodger Stadium,17,477132,2.64,7.28,9.28,0.98,0.218,0.276,0.25,0.0,0.25,0.0,0.5,False
5,5,7,18360,Austin Riley,ATL,25,0.298,0.359,0.594,0.7390000000000001,663586,144,Luis Castillo,0,Great American Ball Park,8,622491,1.84,4.91,9.2,0.89,0.163,0.333,0.5,0.5,0.75,0.0,0.25,True
6,6,8,11739,J.T. Realmuto,PHI,31,0.268,0.339,0.455,0.784,592663,143,Adam Wainwright,1,Citizens Bank Park,16,425794,3.42,8.64,7.24,1.24,0.253,0.438,0.2,0.5,0.0,0.25,0.333,True
7,7,9,19470,Tommy Edman,STL,27,0.258,0.322,0.367,0.821,669242,138,Zack Wheeler,0,Citizens Bank Park,16,554430,2.63,7.25,9.73,1.03,0.218,0.0,0.4,0.0,0.0,0.5,0.25,True
8,8,10,5417,Jose Altuve,HOU,32,0.286,0.368,0.513,0.851,514888,117,Jose Suarez,1,Minute Maid Park,32,660761,4.04,8.52,8.81,1.38,0.244,0.429,0.75,0.333,0.0,0.0,0.0,True
9,9,11,19950,Andres Gimenez,CLE,23,0.302,0.365,0.484,0.743,665926,114,Jordan Montgomery,1,Progressive Field,7,656756,0.0,3.6,1.8,0.6,0.125,0.0,0.333,0.25,0.25,0.0,0.0,False
10,10,12,13624,Corey Seager,TEX,28,0.25,0.329,0.475,0.7559999999999999,608369,140,Carlos Carrasco,0,Citi Field,22,471911,3.76,9.19,8.9,1.28,0.266,0.25,0.25,0.0,0.0,0.5,0.2,True
11,11,14,15362,Jeff McNeil,NYM,30,0.306,0.362,0.445,0.852,643446,121,Jon Gray,1,Citi Field,22,592351,3.83,7.58,10.1,1.17,0.224,0.333,0.0,0.0,0.0,0.333,0.5,True
12,12,15,19352,Sean Murphy,OAK,27,0.245,0.32,0.43,0.775,669221,133,Robbie Ray,0,T-Mobile Park,27,592662,3.96,7.63,10.34,1.19,0.229,0.2,0.333,0.6,0.25,0.0,0.0,True
13,13,16,18036,Jake Cronenworth,SDP,28,0.237,0.34,0.388,0.846,630105,135,Clayton Kershaw,0,Dodger Stadium,17,477132,2.64,7.28,9.28,0.98,0.218,0.231,0.0,0.0,0.5,0.6,0.0,True
14,14,17,19251,Pete Alonso,NYM,27,0.278,0.357,0.541,0.777,624413,121,Jon Gray,1,Citi Field,22,592351,3.83,7.58,10.1,1.17,0.224,0.0,0.0,0.667,0.0,0.333,0.333,False
15,15,18,22581,Alejandro Kirk,TOR,23,0.305,0.388,0.461,0.86,672386,141,Shane Baz,1,Rogers Centre,2,669358,5.0,9.0,10.0,1.33,0.252,0.0,0.333,0.25,0.25,0.0,1.0,False
16,16,19,19611,Vladimir Guerrero Jr.,TOR,23,0.287,0.359,0.504,0.7829999999999999,665489,141,Shane Baz,1,Rogers Centre,2,669358,5.0,9.0,10.0,1.33,0.252,0.0,0.25,0.25,0.2,0.0,0.0,True
17,17,21,18345,Kyle Tucker,HOU,25,0.242,0.332,0.449,0.8059999999999999,663656,117,Jose Suarez,1,Minute Maid Park,32,660761,4.04,8.52,8.81,1.38,0.244,0.0,0.5,0.5,0.0,0.333,0.333,False
18,18,22,10815,Jurickson Profar,SDP,29,0.252,0.344,0.416,0.831,595777,135,Clayton Kershaw,0,Dodger Stadium,17,477132,2.64,7.28,9.28,0.98,0.218,0.167,0.0,0.5,0.25,0.0,0.25,True
19,19,23,15986,Willy Adames,MIL,26,0.224,0.289,0.463,0.726,642715,158,Zach Thompson,0,PNC Park,10,605507,5.08,9.66,6.18,1.47,0.269,0.5,0.0,0.333,0.2,0.0,0.333,True
20,20,24,19918,Daulton Varsho,ARI,25,0.239,0.314,0.431,0.7809999999999999,662139,109,Chad Kuhl,0,Coors Field,1,641771,5.16,9.7,6.64,1.52,0.273,0.0,1.0,0.25,0.0,0.0,0.5,True
21,21,25,17548,Taylor Ward,LAA,28,0.274,0.365,0.465,0.7829999999999999,621493,108,Framber Valdez,0,Minute Maid Park,32,664285,2.87,7.13,8.0,1.15,0.217,0.455,0.5,0.0,0.25,0.25,0.5,True
22,22,26,18577,Ke'Bryan Hayes,PIT,25,0.248,0.32,0.358,0.818,663647,134,Brandon Woodruff,1,PNC Park,10,605540,3.49,7.84,11.01,1.19,0.231,0.25,0.333,0.0,0.0,0.2,0.5,True
23,23,27,16472,Rhys Hoskins,PHI,29,0.253,0.344,0.496,0.7609999999999999,656555,143,Adam Wainwright,1,Citizens Bank Park,16,425794,3.42,8.64,7.24,1.24,0.253,0.571,0.25,1.0,0.333,0.5,0.333,True
24,24,28,12552,Eugenio Suarez,SEA,30,0.227,0.329,0.415,0.677,553993,136,Frankie Montas,1,T-Mobile Park,27,593423,18.0,15.0,6.0,2.67,0.385,0.0,0.0,0.5,0.0,0.25,0.333,True
25,25,30,18568,Luis Arraez,MIN,25,0.329,0.394,0.436,0.932,650333,142,Tyler Wells,1,Target Field,26,669330,3.9,7.8,6.46,1.11,0.232,0.5,0.5,0.5,0.5,0.0,0.5,True
26,26,31,12856,George Springer,TOR,32,0.251,0.331,0.464,0.733,543807,141,Shane Baz,1,Rogers Centre,2,669358,5.0,9.0,10.0,1.33,0.252,0.0,0.0,0.333,0.5,0.2,0.25,True
27,27,32,27506,Ha-seong Kim,SDP,26,0.248,0.326,0.37,0.83,673490,135,Clayton Kershaw,0,Dodger Stadium,17,477132,2.64,7.28,9.28,0.98,0.218,0.333,0.5,0.0,0.0,0.5,0.5,True
28,28,33,19755,Shohei Ohtani,LAA,27,0.256,0.348,0.501,0.741,660271,108,Framber Valdez,0,Minute Maid Park,32,664285,2.87,7.13,8.0,1.15,0.217,0.1,0.0,0.333,0.0,1.0,0.333,True
29,29,34,9241,Starling Marte,NYM,33,0.292,0.344,0.458,0.775,516782,121,Jon Gray,1,Citi Field,22,592351,3.83,7.58,10.1,1.17,0.224,0.25,0.5,0.25,0.0,0.75,0.333,True
30,30,35,20043,Luis Robert,CHW,24,0.298,0.334,0.453,0.755,673357,145,John Brebbia,0,Oracle Park,9,605154,2.4,7.95,7.21,1.17,0.238,0.0,0.0,0.0,0.25,0.6,0.0,True
31,31,36,16578,Yandy Diaz,TBR,30,0.277,0.392,0.393,0.873,650490,139,Ross Stripling,0,Rogers Centre,2,548389,3.16,8.27,7.29,1.1,0.241,0.0,0.667,0.5,0.25,0.667,0.25,True
32,32,37,15518,Amed Rosario,CLE,26,0.29,0.324,0.417,0.8240000000000001,642708,114,Jordan Montgomery,1,Progressive Field,7,656756,0.0,3.6,1.8,0.6,0.125,0.5,0.0,0.5,0.0,1.0,0.25,True
