,Unnamed: 0,Unnamed: 0.1,IDfg,Name,Team,Age,AVG,OBP,SLG,Contact% (pi),BatterIDs,TeamIDs,Pitchers,Home,Ballpark,BallparkNumber,PitcherIDs,era,h9,k9,whip,avg,MatchupAverage,Game 1,Game 2,Game 3,Game 4,Game 5,TestLabels
0,0,0,15640,Aaron Judge,NYY,30,0.303,0.393,0.675,0.736,592450,147,Cristian Javier,1,Yankee Stadium,6,664299,3.14,6.19,11.84,1.05,0.191,0.0,0.0,0.4,0.4,0.0,0.0,False
1,1,1,9777,Nolan Arenado,STL,31,0.3,0.369,0.55,0.81,571448,138,Adrian Sampson,1,Busch Stadium,15,592716,3.83,8.76,6.57,1.2,0.25,0.25,0.0,0.5,0.5,0.5,0.0,True
2,2,2,9218,Paul Goldschmidt,STL,34,0.329,0.413,0.609,0.768,502671,138,Adrian Sampson,1,Busch Stadium,15,592716,3.83,8.76,6.57,1.2,0.25,0.0,0.0,0.5,0.333,0.0,0.25,True
3,3,3,5361,Freddie Freeman,LAD,32,0.323,0.4,0.524,0.8290000000000001,518692,119,Max Fried,0,Truist Park,12,608331,2.6,8.07,8.26,1.08,0.237,0.0,0.333,0.4,0.5,0.75,0.25,True
4,4,4,18314,Dansby Swanson,ATL,28,0.292,0.348,0.464,0.7090000000000001,621020,144,Mitch White,1,Truist Park,12,669952,5.79,11.57,3.86,1.5,0.3,0.0,0.5,0.75,0.25,0.4,0.25,True
5,5,5,19556,Yordan Alvarez,HOU,25,0.297,0.403,0.63,0.802,670541,117,Gerrit Cole,0,Yankee Stadium,6,543037,3.38,7.03,11.58,1.02,0.211,0.286,0.333,0.4,0.5,0.333,0.0,False
6,6,7,12916,Francisco Lindor,NYM,28,0.268,0.344,0.462,0.7879999999999999,596019,121,Trevor Rogers,0,loanDepot park,20,669432,5.85,10.16,8.52,1.6,0.283,0.143,0.5,0.5,0.0,0.2,0.25,True
7,7,9,17350,Rafael Devers,BOS,25,0.31,0.367,0.586,0.73,646240,111,Shane Bieber,0,Progressive Field,7,669456,3.21,7.86,9.16,1.09,0.233,0.375,0.5,0.25,0.333,0.5,0.0,True
8,8,10,16252,Trea Turner,LAD,29,0.306,0.346,0.502,0.76,607208,119,Max Fried,0,Truist Park,12,608331,2.6,8.07,8.26,1.08,0.237,0.333,0.6,0.6,0.0,0.8,0.25,True
9,9,11,12161,Xander Bogaerts,BOS,29,0.31,0.381,0.452,0.76,593428,111,Shane Bieber,0,Progressive Field,7,669456,3.21,7.86,9.16,1.09,0.233,0.375,0.333,0.5,0.0,0.0,0.5,True
10,10,12,11739,J.T. Realmuto,PHI,31,0.268,0.339,0.455,0.784,592663,143,Blake Snell,0,Petco Park,31,605483,3.96,7.56,11.77,1.33,0.226,0.375,0.0,0.25,0.0,0.5,0.333,True
11,11,13,9874,DJ LeMahieu,NYY,33,0.286,0.388,0.429,0.8809999999999999,518934,147,Cristian Javier,1,Yankee Stadium,6,664299,3.14,6.19,11.84,1.05,0.191,0.0,0.4,0.0,0.333,0.667,0.0,False
12,12,14,19470,Tommy Edman,STL,27,0.258,0.322,0.367,0.821,669242,138,Adrian Sampson,1,Busch Stadium,15,592716,3.83,8.76,6.57,1.2,0.25,0.0,0.25,0.0,0.25,0.2,0.0,True
13,13,15,5417,Jose Altuve,HOU,32,0.286,0.368,0.513,0.851,514888,117,Gerrit Cole,0,Yankee Stadium,6,543037,3.38,7.03,11.58,1.02,0.211,0.25,0.0,0.75,0.0,0.25,0.25,True
14,14,16,12927,Brandon Nimmo,NYM,29,0.271,0.355,0.425,0.83,607043,121,Trevor Rogers,0,loanDepot park,20,669432,5.85,10.16,8.52,1.6,0.283,0.3,0.25,0.333,0.2,0.6,0.0,True
15,15,17,19197,Will Smith,LAD,27,0.275,0.361,0.477,0.8290000000000001,669257,119,Max Fried,0,Truist Park,12,608331,2.6,8.07,8.26,1.08,0.237,0.2,0.4,0.2,0.6,0.5,0.667,True
16,16,19,15676,Jose Abreu,CHW,35,0.297,0.375,0.464,0.794,547989,145,Spenser Watkins,1,Guaranteed Rate Field,23,657093,4.02,9.22,5.84,1.33,0.261,1.0,0.0,0.5,0.333,0.333,0.0,True
17,17,20,18036,Jake Cronenworth,SDP,28,0.237,0.34,0.388,0.846,630105,135,Zach Eflin,1,Petco Park,31,621107,4.37,8.74,7.41,1.19,0.251,0.167,0.0,0.0,0.0,0.333,0.4,False
18,18,21,19251,Pete Alonso,NYM,27,0.278,0.357,0.541,0.777,624413,121,Trevor Rogers,0,loanDepot park,20,669432,5.85,10.16,8.52,1.6,0.283,0.0,0.0,0.0,1.0,0.0,0.333,True
19,19,22,11609,Willson Contreras,CHC,30,0.253,0.364,0.463,0.711,575929,112,Miles Mikolas,0,Busch Stadium,15,571945,3.5,8.09,6.88,1.09,0.239,0.308,0.333,0.0,0.0,0.0,0.0,True
20,20,23,21479,Nico Hoerner,CHC,25,0.297,0.34,0.411,0.857,663538,112,Miles Mikolas,0,Busch Stadium,15,571945,3.5,8.09,6.88,1.09,0.239,0.2,0.667,0.6,0.333,0.0,0.667,True
21,21,25,17678,Alex Bregman,HOU,28,0.251,0.356,0.422,0.86,608324,117,Gerrit Cole,0,Yankee Stadium,6,543037,3.38,7.03,11.58,1.02,0.211,0.167,0.333,0.5,0.667,0.667,0.25,False
22,22,26,18345,Kyle Tucker,HOU,25,0.242,0.332,0.449,0.8059999999999999,663656,117,Gerrit Cole,0,Yankee Stadium,6,543037,3.38,7.03,11.58,1.02,0.211,0.0,0.25,0.5,0.0,0.333,0.25,False
23,23,27,10815,Jurickson Profar,SDP,29,0.252,0.344,0.416,0.831,595777,135,Zach Eflin,1,Petco Park,31,621107,4.37,8.74,7.41,1.19,0.251,0.333,0.25,0.0,1.0,0.0,0.0,True
24,24,28,17548,Taylor Ward,LAA,28,0.274,0.365,0.465,0.7829999999999999,621493,108,Logan Gilbert,1,Angel Stadium,4,669302,3.47,8.57,8.3,1.23,0.248,0.429,0.25,0.25,0.25,0.5,0.75,True
25,25,29,16472,Rhys Hoskins,PHI,29,0.253,0.344,0.496,0.7609999999999999,656555,143,Blake Snell,0,Petco Park,31,605483,3.96,7.56,11.77,1.33,0.226,1.0,0.333,0.0,0.25,0.0,0.25,False
26,26,30,17919,Ian Happ,CHC,27,0.276,0.356,0.432,0.7490000000000001,664023,112,Miles Mikolas,0,Busch Stadium,15,571945,3.5,8.09,6.88,1.09,0.239,0.389,0.25,0.2,0.5,0.25,0.667,False
27,27,31,12552,Eugenio Suarez,SEA,30,0.227,0.329,0.415,0.677,553993,136,Patrick Sandoval,0,Angel Stadium,4,663776,3.41,9.0,9.66,1.47,0.259,0.0,0.75,0.0,0.25,0.25,0.0,True
28,28,33,27506,Ha-seong Kim,SDP,26,0.248,0.326,0.37,0.83,673490,135,Zach Eflin,1,Petco Park,31,621107,4.37,8.74,7.41,1.19,0.251,0.0,0.333,0.333,0.2,0.25,0.5,False
29,29,34,19755,Shohei Ohtani,LAA,27,0.256,0.348,0.501,0.741,660271,108,Logan Gilbert,1,Angel Stadium,4,669302,3.47,8.57,8.3,1.23,0.248,0.0,0.333,0.333,0.75,0.5,0.0,True
30,30,35,9241,Starling Marte,NYM,33,0.292,0.344,0.458,0.775,516782,121,Trevor Rogers,0,loanDepot park,20,669432,5.85,10.16,8.52,1.6,0.283,0.333,0.0,0.333,0.0,0.25,0.25,True
31,31,36,15112,Ryan McMahon,COL,27,0.242,0.339,0.397,0.752,641857,115,Chris Archer,0,Target Field,26,502042,4.02,7.01,7.58,1.29,0.212,0.0,0.0,0.4,0.25,0.75,0.0,False
32,32,37,12533,Marcus Semien,TEX,31,0.239,0.298,0.403,0.8079999999999999,543760,140,Josiah Gray,1,Globe Life Field,14,680686,4.92,7.9,10.36,1.31,0.233,0.333,0.4,0.0,0.75,0.25,0.0,False
33,33,39,17929,Cedric Mullins II,BAL,27,0.261,0.321,0.39,0.816,656775,110,Lance Lynn,0,Guaranteed Rate Field,23,458681,5.88,9.96,9.35,1.29,0.269,0.2,0.25,0.4,0.0,0.25,0.0,True
34,34,40,14344,Matt Olson,ATL,28,0.248,0.338,0.48,0.738,621566,144,Mitch White,1,Truist Park,12,669952,5.79,11.57,3.86,1.5,0.3,1.0,0.667,0.0,0.25,0.4,0.0,False
35,35,41,12546,C.J. Cron,COL,32,0.28,0.33,0.514,0.778,543068,115,Chris Archer,0,Target Field,26,502042,4.02,7.01,7.58,1.29,0.212,0.167,0.0,0.0,0.0,0.6,0.75,True
36,36,42,5827,Wilmer Flores,SFG,30,0.251,0.334,0.444,0.8290000000000001,527038,137,Mike Minor,1,Oracle Park,9,501985,6.24,10.02,7.84,1.56,0.276,0.167,1.0,0.4,0.0,0.667,0.0,True
37,37,43,20126,Dylan Carlson,STL,23,0.241,0.31,0.398,0.772,666185,138,Adrian Sampson,1,Busch Stadium,15,592716,3.83,8.76,6.57,1.2,0.25,0.0,0.333,0.0,0.333,0.0,0.0,True
38,38,44,16478,Kyle Schwarber,PHI,29,0.207,0.31,0.499,0.72,656941,143,Blake Snell,0,Petco Park,31,605483,3.96,7.56,11.77,1.33,0.226,0.0,0.0,0.5,0.25,0.25,0.25,True
39,39,46,10231,Jose Iglesias,COL,32,0.316,0.358,0.417,0.865,578428,115,Chris Archer,0,Target Field,26,502042,4.02,7.01,7.58,1.29,0.212,0.25,0.5,0.25,0.333,0.5,0.25,False
