,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,IDfg,Name,Team,Age,AVG,OBP,SLG,Contact% (pi),BatterIDs,TeamIDs,Pitchers,Home,Ballpark,BallparkNumber,PitcherIDs,era,h9,k9,whip,avg,MatchupAverage,Game 1,Game 2,Game 3,Game 4,Game 5,TestLabels
18,18,18,18,20,14161,Byron Buxton,MIN,28,0.222,0.301,0.549,0.6890000000000001,621439,142,Brady Singer,1,Target Field,26,663903,3.49,8.36,9.18,1.15,0.248,0.5,0.2,0.0,0.0,0.0,0.0,True
19,19,19,19,21,19197,Will Smith,LAD,27,0.275,0.361,0.477,0.8290000000000001,669257,119,Merrill Kelly,0,Chase Field,13,518876,2.86,7.48,7.41,1.13,0.226,0.5,0.0,0.4,0.0,0.25,0.25,False
20,20,20,20,22,15362,Jeff McNeil,NYM,30,0.306,0.362,0.445,0.852,643446,121,Zach Eflin,1,Citi Field,22,621107,4.37,8.74,7.41,1.19,0.251,0.32,0.25,0.0,0.75,0.5,0.25,True
21,21,21,21,23,15676,Jose Abreu,CHW,35,0.297,0.375,0.464,0.794,547989,145,Keegan Thompson,1,Guaranteed Rate Field,23,624522,3.36,8.36,7.82,1.24,0.247,0.5,0.5,0.5,0.667,0.5,0.25,True
22,22,22,22,24,19352,Sean Murphy,OAK,27,0.245,0.32,0.43,0.775,669221,133,Taylor Hearn,1,Oakland Coliseum,19,621368,5.21,10.17,8.48,1.59,0.28,0.0,0.5,0.25,0.25,0.2,0.25,False
23,23,23,23,25,18036,Jake Cronenworth,SDP,28,0.237,0.34,0.388,0.846,630105,135,JT Brubaker,1,Petco Park,31,664141,4.49,10.05,9.22,1.52,0.275,0.4,0.25,0.25,0.25,0.25,0.4,True
24,24,24,24,26,19251,Pete Alonso,NYM,27,0.278,0.357,0.541,0.777,624413,121,Zach Eflin,1,Citi Field,22,621107,4.37,8.74,7.41,1.19,0.251,0.176,1.0,0.0,0.0,0.6,0.0,True
25,25,25,25,27,11609,Willson Contreras,CHC,30,0.253,0.364,0.463,0.711,575929,112,Johnny Cueto,0,Guaranteed Rate Field,23,456501,2.91,8.62,6.0,1.19,0.256,0.0,0.5,0.0,0.5,0.0,0.0,True
26,26,26,26,28,19955,Gavin Lux,LAD,24,0.297,0.37,0.425,0.8190000000000001,666158,119,Merrill Kelly,0,Chase Field,13,518876,2.86,7.48,7.41,1.13,0.226,0.444,0.4,0.25,0.0,0.5,0.0,True
27,27,27,27,29,17678,Alex Bregman,HOU,28,0.251,0.356,0.422,0.86,608324,117,Logan Gilbert,0,T-Mobile Park,27,669302,3.47,8.57,8.3,1.23,0.248,0.6,0.25,0.25,0.25,0.25,0.5,True
28,28,28,28,30,16505,Matt Chapman,TOR,29,0.242,0.322,0.474,0.735,656305,141,Michael Lorenzen,0,Angel Stadium,4,547179,4.94,8.37,6.97,1.35,0.245,0.0,0.5,0.0,0.333,0.0,0.25,True
29,29,29,29,31,18345,Kyle Tucker,HOU,25,0.242,0.332,0.449,0.8059999999999999,663656,117,Logan Gilbert,0,T-Mobile Park,27,669302,3.47,8.57,8.3,1.23,0.248,0.25,0.0,0.25,0.0,0.0,0.0,True
30,30,30,30,32,10815,Jurickson Profar,SDP,29,0.252,0.344,0.416,0.831,595777,135,JT Brubaker,1,Petco Park,31,664141,4.49,10.05,9.22,1.52,0.275,0.2,0.25,0.0,0.0,0.2,0.333,True
31,31,31,31,34,17548,Taylor Ward,LAA,28,0.274,0.365,0.465,0.7829999999999999,621493,108,Yusei Kikuchi,1,Angel Stadium,4,579328,5.13,8.2,10.03,1.49,0.244,0.8,0.0,0.0,0.25,0.333,0.2,False
32,32,32,32,35,18577,Ke'Bryan Hayes,PIT,25,0.248,0.32,0.358,0.818,663647,134,Joe Musgrove,0,Petco Park,31,605397,2.91,7.16,8.79,1.02,0.216,0.333,0.0,0.0,1.0,0.0,0.2,True
33,33,33,33,36,16472,Rhys Hoskins,PHI,29,0.253,0.344,0.496,0.7609999999999999,656555,143,Taijuan Walker,0,Citi Field,22,592836,3.45,8.28,6.9,1.19,0.242,0.083,0.25,0.25,0.0,0.2,0.25,False
34,34,34,34,37,17919,Ian Happ,CHC,27,0.276,0.356,0.432,0.7490000000000001,664023,112,Johnny Cueto,0,Guaranteed Rate Field,23,456501,2.91,8.62,6.0,1.19,0.256,0.25,0.333,0.25,0.0,0.667,0.5,False
35,35,35,35,38,12552,Eugenio Suarez,SEA,30,0.227,0.329,0.415,0.677,553993,136,Jose Urquidy,1,T-Mobile Park,27,664353,3.85,8.52,7.09,1.16,0.245,0.5,0.0,0.0,0.0,0.333,0.25,True
36,36,36,36,39,17982,Ty France,SEA,27,0.298,0.368,0.463,0.838,664034,136,Jose Urquidy,1,T-Mobile Park,27,664353,3.85,8.52,7.09,1.16,0.245,0.455,0.75,0.5,0.333,0.5,0.4,True
37,37,37,37,40,18568,Luis Arraez,MIN,25,0.329,0.394,0.436,0.932,650333,142,Brady Singer,1,Target Field,26,663903,3.49,8.36,9.18,1.15,0.248,0.375,0.4,0.333,0.2,0.5,1.0,True
38,38,38,38,41,27506,Ha-seong Kim,SDP,26,0.248,0.326,0.37,0.83,673490,135,JT Brubaker,1,Petco Park,31,664141,4.49,10.05,9.22,1.52,0.275,0.2,0.0,0.25,0.25,0.0,0.4,True
39,39,39,39,42,3473,Anthony Rizzo,NYY,32,0.227,0.347,0.511,0.8,519203,147,Corey Kluber,0,Tropicana Field,21,446372,4.05,9.08,8.03,1.15,0.26,0.333,0.0,0.25,0.0,0.333,0.333,False
40,40,40,40,43,19755,Shohei Ohtani,LAA,27,0.256,0.348,0.501,0.741,660271,108,Yusei Kikuchi,1,Angel Stadium,4,579328,5.13,8.2,10.03,1.49,0.244,0.333,0.0,0.0,0.0,0.0,0.4,False
41,41,41,41,44,9241,Starling Marte,NYM,33,0.292,0.344,0.458,0.775,516782,121,Zach Eflin,1,Citi Field,22,621107,4.37,8.74,7.41,1.19,0.251,0.538,0.4,0.0,0.5,0.2,0.25,True
42,42,42,42,46,16578,Yandy Diaz,TBR,30,0.277,0.392,0.393,0.873,650490,139,Gerrit Cole,1,Tropicana Field,21,543037,3.38,7.03,11.58,1.02,0.211,0.417,0.0,0.0,0.0,0.333,0.167,True
43,43,43,43,48,15112,Ryan McMahon,COL,27,0.242,0.339,0.397,0.752,641857,115,Aaron Sanchez,0,Nationals Park,29,592717,3.6,7.2,14.4,1.2,0.211,0.143,0.0,0.667,0.25,0.0,0.0,False
44,44,44,44,49,13419,Christian Walker,ARI,31,0.21,0.31,0.459,0.7709999999999999,572233,109,Tony Gonsolin,1,Chase Field,13,664062,2.3,5.66,8.37,0.89,0.178,0.083,0.0,0.667,0.0,0.25,0.0,False
45,45,45,45,50,15172,Tim Anderson,CHW,29,0.301,0.339,0.395,0.795,641313,145,Keegan Thompson,1,Guaranteed Rate Field,23,624522,3.36,8.36,7.82,1.24,0.247,0.667,0.6,0.0,0.667,0.6,0.5,False
46,46,46,46,51,17929,Cedric Mullins II,BAL,27,0.261,0.321,0.39,0.816,656775,110,Nathan Eovaldi,0,Fenway Park,3,543135,4.23,9.51,8.94,1.23,0.263,0.304,0.4,0.333,0.0,0.2,0.167,True
47,47,47,47,52,14344,Matt Olson,ATL,28,0.248,0.338,0.48,0.738,621566,144,Sandy Alcantara,1,Truist Park,12,645261,1.88,6.14,8.01,0.93,0.195,0.0,0.0,0.667,0.25,0.25,0.333,False
48,48,48,48,53,12546,C.J. Cron,COL,32,0.28,0.33,0.514,0.778,543068,115,Aaron Sanchez,0,Nationals Park,29,592717,3.6,7.2,14.4,1.2,0.211,0.2,0.0,0.4,0.0,0.0,0.25,True
49,49,49,49,54,13152,Jorge Polanco,MIN,28,0.237,0.349,0.407,0.777,593871,142,Brady Singer,1,Target Field,26,663903,3.49,8.36,9.18,1.15,0.248,0.389,0.4,0.25,0.667,0.0,0.0,False
50,50,50,50,56,16478,Kyle Schwarber,PHI,29,0.207,0.31,0.499,0.72,656941,143,Taijuan Walker,0,Citi Field,22,592836,3.45,8.28,6.9,1.19,0.242,0.4,0.0,0.0,0.0,0.333,0.0,False
51,51,51,51,57,13613,Ketel Marte,ARI,28,0.261,0.346,0.445,0.804,606466,109,Tony Gonsolin,1,Chase Field,13,664062,2.3,5.66,8.37,0.89,0.178,0.385,0.2,0.25,0.5,0.5,0.5,True
52,52,52,52,58,14551,Anthony Santander,BAL,27,0.262,0.342,0.463,0.805,623993,110,Nathan Eovaldi,0,Fenway Park,3,543135,4.23,9.51,8.94,1.23,0.263,0.2,0.5,0.0,0.0,0.167,0.333,True
53,53,53,53,59,10231,Jose Iglesias,COL,32,0.316,0.358,0.417,0.865,578428,115,Aaron Sanchez,0,Nationals Park,29,592717,3.6,7.2,14.4,1.2,0.211,0.429,0.25,0.25,0.5,0.333,0.25,True
54,54,54,54,60,14162,Carlos Correa,MIN,27,0.265,0.342,0.431,0.7829999999999999,621043,142,Brady Singer,1,Target Field,26,663903,3.49,8.36,9.18,1.15,0.248,0.5,0.2,0.4,0.4,0.333,0.25,True
55,55,55,55,61,12144,Max Kepler,MIN,29,0.233,0.331,0.373,0.813,596146,142,Brady Singer,1,Target Field,26,663903,3.49,8.36,9.18,1.15,0.248,0.286,0.4,0.0,0.0,0.0,0.333,False
56,56,56,56,62,17907,Brendan Rodgers,COL,25,0.284,0.334,0.432,0.785,663898,115,Aaron Sanchez,0,Nationals Park,29,592717,3.6,7.2,14.4,1.2,0.211,0.2,0.25,0.25,0.25,0.5,0.25,True
57,57,57,57,63,15491,J.P. Crawford,SEA,27,0.255,0.331,0.354,0.875,641487,136,Jose Urquidy,1,T-Mobile Park,27,664353,3.85,8.52,7.09,1.16,0.245,0.143,1.0,0.5,0.5,0.0,0.0,True
58,58,58,58,64,19326,Bryan Reynolds,PIT,27,0.257,0.343,0.449,0.752,668804,134,Joe Musgrove,0,Petco Park,31,605397,2.91,7.16,8.79,1.02,0.216,0.5,0.25,0.25,0.0,0.0,0.0,True
59,59,59,59,65,18171,Seth Brown,OAK,29,0.238,0.295,0.463,0.732,664913,133,Taylor Hearn,1,Oakland Coliseum,19,621368,5.21,10.17,8.48,1.59,0.28,0.0,0.0,0.667,0.2,1.0,0.0,True
60,60,60,60,67,8709,Elvis Andrus,OAK,33,0.24,0.302,0.371,0.81,462101,133,Taylor Hearn,1,Oakland Coliseum,19,621368,5.21,10.17,8.48,1.59,0.28,0.25,0.0,0.333,0.5,0.5,0.333,True
61,61,61,61,68,19363,Austin Hays,BAL,26,0.261,0.318,0.435,0.777,669720,110,Nathan Eovaldi,0,Fenway Park,3,543135,4.23,9.51,8.94,1.23,0.263,0.368,0.5,0.25,0.2,0.5,1.0,True
62,62,62,62,69,5235,Justin Turner,LAD,37,0.26,0.334,0.41,0.8220000000000001,457759,119,Merrill Kelly,0,Chase Field,13,518876,2.86,7.48,7.41,1.13,0.226,0.389,0.0,0.333,0.25,0.0,0.0,True
63,63,63,63,70,21618,Alec Bohm,PHI,25,0.294,0.33,0.413,0.8009999999999999,664761,143,Taijuan Walker,0,Citi Field,22,592836,3.45,8.28,6.9,1.19,0.242,0.4,0.4,0.0,0.4,0.25,0.5,False
64,64,64,64,71,15998,Cody Bellinger,LAD,26,0.212,0.269,0.405,0.759,641355,119,Merrill Kelly,0,Chase Field,13,518876,2.86,7.48,7.41,1.13,0.226,0.294,0.25,0.5,0.0,0.25,0.25,False
65,65,65,65,72,5297,Aaron Hicks,NYY,32,0.222,0.348,0.314,0.763,543305,147,Corey Kluber,0,Tropicana Field,21,446372,4.05,9.08,8.03,1.15,0.26,0.154,0.0,0.4,0.0,0.5,0.333,False
66,66,66,66,73,19339,Nicky Lopez,KCR,27,0.248,0.305,0.294,0.838,670032,118,Chris Archer,0,Target Field,26,502042,4.02,7.01,7.58,1.29,0.212,0.5,0.75,0.0,0.0,0.2,0.25,False
67,67,67,67,74,17620,Myles Straw,CLE,27,0.214,0.292,0.272,0.892,664702,114,Alex Faedo,0,Comerica Park,25,656412,5.53,10.57,7.38,1.64,0.293,0.0,0.25,0.0,0.25,0.25,0.0,True
68,68,68,68,75,13602,Patrick Wisdom,CHC,30,0.22,0.315,0.443,0.6659999999999999,621550,112,Johnny Cueto,0,Guaranteed Rate Field,23,456501,2.91,8.62,6.0,1.19,0.256,1.0,0.0,0.0,0.4,0.25,0.667,True
69,69,69,69,76,18373,Ryan Mountcastle,BAL,25,0.258,0.3,0.441,0.722,663624,110,Nathan Eovaldi,0,Fenway Park,3,543135,4.23,9.51,8.94,1.23,0.263,0.417,0.25,0.0,0.4,0.0,0.5,True
70,70,70,70,78,6184,J.D. Martinez,BOS,34,0.281,0.345,0.447,0.716,502110,111,Jordan Lyles,1,Fenway Park,3,543475,4.35,10.01,7.25,1.44,0.279,0.5,0.333,0.6,0.667,0.8,0.333,True
71,71,71,71,79,6153,Eduardo Escobar,NYM,33,0.22,0.273,0.39,0.753,500871,121,Zach Eflin,1,Citi Field,22,621107,4.37,8.74,7.41,1.19,0.251,0.6,0.0,0.25,0.8,0.4,0.0,True
72,72,72,72,80,15223,Adam Frazier,SEA,30,0.243,0.306,0.31,0.878,624428,136,Jose Urquidy,1,T-Mobile Park,27,664353,3.85,8.52,7.09,1.16,0.245,0.667,0.2,0.25,0.0,0.2,0.6,True
73,73,73,73,81,11265,Jonathan Schoop,DET,30,0.203,0.238,0.31,0.7559999999999999,570731,116,Shane Bieber,1,Comerica Park,25,669456,3.21,7.86,9.16,1.09,0.233,0.3,0.333,0.0,0.5,0.4,0.333,True
74,74,74,74,82,19290,Randy Arozarena,TBR,27,0.256,0.317,0.416,0.7240000000000001,668227,139,Gerrit Cole,1,Tropicana Field,21,543037,3.38,7.03,11.58,1.02,0.211,0.182,0.333,0.0,0.25,0.25,0.4,True
75,75,75,75,86,12979,Javier Baez,DET,29,0.22,0.262,0.372,0.674,595879,116,Shane Bieber,1,Comerica Park,25,669456,3.21,7.86,9.16,1.09,0.233,0.0,0.333,0.0,0.0,0.4,0.25,False
76,76,76,76,87,10681,Gio Urshela,MIN,30,0.262,0.304,0.423,0.807,570482,142,Brady Singer,1,Target Field,26,663903,3.49,8.36,9.18,1.15,0.248,0.5,0.6,0.25,0.25,0.75,0.333,False
77,77,77,77,88,13590,Jesse Winker,SEA,28,0.229,0.348,0.363,0.815,608385,136,Jose Urquidy,1,T-Mobile Park,27,664353,3.85,8.52,7.09,1.16,0.245,0.0,0.0,0.4,0.0,0.25,0.0,True
78,78,78,78,89,16512,Isiah Kiner-Falefa,NYY,27,0.268,0.312,0.315,0.892,643396,147,Corey Kluber,0,Tropicana Field,21,446372,4.05,9.08,8.03,1.15,0.26,0.222,0.25,0.333,0.0,0.4,0.0,True
79,79,79,79,90,7859,Charlie Blackmon,COL,35,0.263,0.314,0.446,0.816,453568,115,Aaron Sanchez,0,Nationals Park,29,592717,3.6,7.2,14.4,1.2,0.211,0.273,0.25,0.333,0.25,0.25,0.0,True
80,80,80,80,91,24655,Owen Miller,CLE,25,0.238,0.296,0.359,0.8370000000000001,680911,114,Alex Faedo,0,Comerica Park,25,656412,5.53,10.57,7.38,1.64,0.293,0.667,0.25,0.0,0.25,0.0,0.5,True
81,81,81,81,92,22799,Geraldo Perdomo,ARI,22,0.205,0.298,0.286,0.812,672695,109,Tony Gonsolin,1,Chase Field,13,664062,2.3,5.66,8.37,0.89,0.178,0.333,0.0,0.25,0.333,0.25,0.25,True
82,82,82,82,93,10243,Randal Grichuk,COL,30,0.27,0.312,0.435,0.768,545341,115,Aaron Sanchez,0,Nationals Park,29,592717,3.6,7.2,14.4,1.2,0.211,0.333,0.0,0.5,0.333,0.0,0.25,True
83,83,83,83,95,15117,Hunter Dozier,KCR,30,0.245,0.309,0.411,0.733,641531,118,Chris Archer,0,Target Field,26,502042,4.02,7.01,7.58,1.29,0.212,0.4,0.25,0.25,0.0,0.25,0.2,True
84,84,84,84,96,10556,Cesar Hernandez,WSN,32,0.238,0.302,0.303,0.8109999999999999,514917,120,Austin Gomber,1,Nationals Park,29,596295,5.64,9.99,6.93,1.41,0.283,0.6,0.5,0.25,0.2,0.333,0.5,True
85,85,85,85,97,19198,Yuli Gurriel,HOU,38,0.238,0.287,0.38,0.86,493329,117,Logan Gilbert,0,T-Mobile Park,27,669302,3.47,8.57,8.3,1.23,0.248,0.143,0.5,0.5,0.0,0.0,0.25,False
86,86,86,86,98,18607,Jared Walsh,LAA,28,0.225,0.27,0.392,0.753,665120,108,Yusei Kikuchi,1,Angel Stadium,4,579328,5.13,8.2,10.03,1.49,0.244,0.0,0.5,0.5,0.25,0.5,0.0,False
87,87,87,87,99,4314,Joey Votto,CIN,38,0.215,0.331,0.389,0.725,458015,113,Alex Wood,1,Great American Ball Park,8,622072,4.17,8.73,8.81,1.2,0.254,0.357,0.0,0.667,0.333,0.0,0.333,True
88,88,88,88,100,2434,Nelson Cruz,WSN,41,0.233,0.318,0.342,0.7020000000000001,443558,120,Austin Gomber,1,Nationals Park,29,596295,5.64,9.99,6.93,1.41,0.283,0.0,0.333,0.667,0.6,0.25,0.667,True
89,89,89,89,101,12179,Maikel Franco,WSN,29,0.229,0.256,0.338,0.742,596748,120,Austin Gomber,1,Nationals Park,29,596295,5.64,9.99,6.93,1.41,0.283,0.0,0.0,0.333,0.0,0.0,0.5,True
90,90,90,90,102,1744,Miguel Cabrera,DET,39,0.268,0.317,0.331,0.7440000000000001,408234,116,Shane Bieber,1,Comerica Park,25,669456,3.21,7.86,9.16,1.09,0.233,0.222,0.75,0.0,0.667,0.4,0.25,False
91,91,91,91,103,11737,Nick Castellanos,PHI,30,0.257,0.305,0.381,0.6970000000000001,592206,143,Taijuan Walker,0,Citi Field,22,592836,3.45,8.28,6.9,1.19,0.242,0.333,0.4,0.25,0.0,0.2,0.0,True
92,92,92,92,104,10324,Marcell Ozuna,ATL,31,0.213,0.264,0.388,0.742,542303,144,Sandy Alcantara,1,Truist Park,12,645261,1.88,6.14,8.01,0.93,0.195,0.5,0.0,0.2,0.25,0.5,0.25,False
