,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,IDfg,Name,Team,Age,AVG,OBP,SLG,Contact% (pi),BatterIDs,TeamIDs,Pitchers,Home,Ballpark,BallparkNumber,PitcherIDs,era,h9,k9,whip,avg,MatchupAverage,Game 1,Game 2,Game 3,Game 4,Game 5,TestLabels
0,0,0,0,0,0,0,15640,Aaron Judge,NYY,30,0.303,0.393,0.675,0.736,592450,147,Yusei Kikuchi,1,Yankee Stadium,6,579328,5.13,8.2,10.03,1.49,0.244,0.286,0.0,0.4,0.0,0.4,0.0,True
1,1,1,1,1,1,1,5361,Freddie Freeman,LAD,32,0.323,0.4,0.524,0.8290000000000001,518692,119,Chris Archer,0,Target Field,26,502042,4.02,7.01,7.58,1.29,0.212,0.2,0.2,0.0,0.333,0.0,0.0,True
2,2,2,2,2,2,2,13510,Jose Ramirez,CLE,29,0.284,0.355,0.55,0.877,608070,114,Tyler Mahle,0,Great American Ball Park,8,641816,6.0,7.5,7.5,1.0,0.238,0.167,0.25,0.75,0.25,0.25,0.0,True
3,3,3,3,3,3,3,18314,Dansby Swanson,ATL,28,0.292,0.348,0.464,0.7090000000000001,621020,144,Patrick Corbin,1,Truist Park,12,571578,7.02,13.13,8.32,1.82,0.331,0.259,0.0,0.333,0.333,0.0,0.0,True
4,4,4,4,4,4,4,11493,Manny Machado,SDP,29,0.29,0.362,0.509,0.7759999999999999,592518,135,Alex Cobb,0,Oracle Park,9,502171,4.15,8.87,9.64,1.29,0.253,0.192,0.25,0.25,0.5,0.2,0.0,False
5,5,5,5,5,5,5,12916,Francisco Lindor,NYM,28,0.268,0.344,0.462,0.7879999999999999,596019,121,Zack Wheeler,0,Citizens Bank Park,16,554430,2.63,7.25,9.73,1.03,0.218,0.333,0.25,0.333,0.333,0.0,0.2,True
6,6,6,6,6,6,6,18360,Austin Riley,ATL,25,0.298,0.359,0.594,0.7390000000000001,663586,144,Patrick Corbin,1,Truist Park,12,571578,7.02,13.13,8.32,1.82,0.331,0.238,0.0,0.25,0.5,0.0,0.75,True
7,7,7,7,7,7,7,13611,Mookie Betts,LAD,29,0.276,0.345,0.535,0.867,605141,119,Chris Archer,0,Target Field,26,502042,4.02,7.01,7.58,1.29,0.212,0.333,0.2,0.25,0.2,0.0,0.0,False
8,8,8,8,8,8,8,17350,Rafael Devers,BOS,25,0.31,0.367,0.586,0.73,646240,111,Tyler Alexander,0,Comerica Park,25,641302,3.83,8.94,4.74,1.2,0.262,0.0,0.5,0.25,0.25,0.25,0.0,True
9,9,9,9,9,9,9,16252,Trea Turner,LAD,29,0.306,0.346,0.502,0.76,607208,119,Chris Archer,0,Target Field,26,502042,4.02,7.01,7.58,1.29,0.212,0.0,0.25,0.25,0.2,0.0,0.0,True
10,10,10,10,10,10,10,12161,Xander Bogaerts,BOS,29,0.31,0.381,0.452,0.76,593428,111,Tyler Alexander,0,Comerica Park,25,641302,3.83,8.94,4.74,1.2,0.262,0.5,0.0,0.333,0.0,0.6,0.0,True
11,11,11,11,11,11,11,11739,J.T. Realmuto,PHI,31,0.268,0.339,0.455,0.784,592663,143,Tylor Megill,1,Citizens Bank Park,16,656731,5.01,8.49,10.23,1.21,0.245,0.0,0.25,0.0,0.0,0.25,0.0,True
12,12,12,12,12,12,12,9874,DJ LeMahieu,NYY,33,0.286,0.388,0.429,0.8809999999999999,518934,147,Yusei Kikuchi,1,Yankee Stadium,6,579328,5.13,8.2,10.03,1.49,0.244,0.333,0.0,0.0,0.0,0.333,0.0,True
13,13,13,13,13,13,13,5417,Jose Altuve,HOU,32,0.286,0.368,0.513,0.851,514888,117,Madison Bumgarner,0,Chase Field,13,518516,3.96,9.62,6.21,1.39,0.269,0.346,0.0,0.25,0.0,0.0,0.0,False
14,14,14,14,14,14,14,13624,Corey Seager,TEX,28,0.25,0.329,0.475,0.7559999999999999,608369,140,Chad Kuhl,1,Globe Life Field,14,641771,5.16,9.7,6.64,1.52,0.273,0.25,0.2,0.4,0.5,0.5,0.0,False
15,15,15,15,15,15,15,12927,Brandon Nimmo,NYM,29,0.271,0.355,0.425,0.83,607043,121,Zack Wheeler,0,Citizens Bank Park,16,554430,2.63,7.25,9.73,1.03,0.218,0.28,0.5,0.0,0.5,0.4,0.0,True
16,16,16,16,16,16,16,14161,Byron Buxton,MIN,28,0.222,0.301,0.549,0.6890000000000001,621439,142,Andrew Heaney,1,Target Field,26,571760,0.64,5.79,11.89,1.0,0.175,0.0,0.667,0.4,0.333,0.0,0.0,False
17,17,17,17,17,17,17,15362,Jeff McNeil,NYM,30,0.306,0.362,0.445,0.852,643446,121,Zack Wheeler,0,Citizens Bank Park,16,554430,2.63,7.25,9.73,1.03,0.218,0.158,0.333,0.2,0.75,0.5,0.0,False
