,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,IDfg,Name,Team,Age,AVG,OBP,SLG,Contact% (pi),BatterIDs,TeamIDs,Pitchers,Home,Ballpark,BallparkNumber,PitcherIDs,era,h9,k9,whip,avg,MatchupAverage,Game 1,Game 2,Game 3,Game 4,Game 5,TestLabels
0,0,0,0,0,0,15640,Aaron Judge,NYY,30,0.303,0.393,0.675,0.736,592450,147,Alek Manoah,0,Rogers Centre,2,666201,2.56,7.16,8.15,1.02,0.217,0.0,0.25,0.4,0.25,0.4,0.5,True
1,1,1,1,1,1,9777,Nolan Arenado,STL,31,0.3,0.369,0.55,0.81,571448,138,Brad Keller,0,Kauffman Stadium,5,641745,4.45,8.97,6.03,1.37,0.259,0.25,0.0,0.25,0.25,0.5,1.0,True
2,2,2,2,2,2,9218,Paul Goldschmidt,STL,34,0.329,0.413,0.609,0.768,502671,138,Brad Keller,0,Kauffman Stadium,5,641745,4.45,8.97,6.03,1.37,0.259,0.214,0.667,0.0,0.25,0.75,0.4,False
3,3,3,3,3,3,18314,Dansby Swanson,ATL,28,0.292,0.348,0.464,0.7090000000000001,621020,144,David Peterson,0,Citi Field,22,656849,3.3,7.18,10.37,1.28,0.22,0.222,0.0,0.667,0.333,0.25,0.667,True
4,4,4,4,4,4,19556,Yordan Alvarez,HOU,25,0.297,0.403,0.63,0.802,670541,117,Chris Flexen,1,Minute Maid Park,32,623167,3.92,9.0,6.23,1.37,0.257,0.4,0.333,0.0,0.333,0.75,0.25,True
5,5,5,5,5,5,12916,Francisco Lindor,NYM,28,0.268,0.344,0.462,0.7879999999999999,596019,121,Charlie Morton,1,Citi Field,22,450203,4.26,7.63,10.35,1.21,0.23,0.083,0.0,0.25,0.25,0.5,0.25,False
6,6,6,6,6,6,18360,Austin Riley,ATL,25,0.298,0.359,0.594,0.7390000000000001,663586,144,David Peterson,0,Citi Field,22,656849,3.3,7.18,10.37,1.28,0.22,0.5,0.5,0.5,0.0,0.4,0.25,True
7,7,7,7,7,7,13611,Mookie Betts,LAD,29,0.276,0.345,0.535,0.867,605141,119,Carlos Rodon,1,Dodger Stadium,17,607074,2.95,6.87,11.29,1.07,0.209,0.091,0.25,0.5,0.333,0.5,0.0,True
8,8,8,8,8,8,17350,Rafael Devers,BOS,25,0.31,0.367,0.586,0.73,646240,111,Noah Syndergaard,1,Fenway Park,3,592789,7.2,19.8,3.6,2.2,0.44,0.0,0.4,0.4,0.5,0.25,0.4,True
9,9,9,9,9,9,12161,Xander Bogaerts,BOS,29,0.31,0.381,0.452,0.76,593428,111,Noah Syndergaard,1,Fenway Park,3,592789,7.2,19.8,3.6,2.2,0.44,0.333,0.25,0.333,0.0,0.0,1.0,False
10,10,10,10,10,10,11739,J.T. Realmuto,PHI,31,0.268,0.339,0.455,0.784,592663,143,Jon Gray,1,Citizens Bank Park,16,592351,3.83,7.58,10.1,1.17,0.224,0.333,0.0,0.0,0.0,0.0,0.25,True
11,11,11,11,11,12,19470,Tommy Edman,STL,27,0.258,0.322,0.367,0.821,669242,138,Brad Keller,0,Kauffman Stadium,5,641745,4.45,8.97,6.03,1.37,0.259,0.417,0.5,0.0,0.25,0.5,0.6,True
12,12,12,12,12,13,5417,Jose Altuve,HOU,32,0.286,0.368,0.513,0.851,514888,117,Chris Flexen,1,Minute Maid Park,32,623167,3.92,9.0,6.23,1.37,0.257,0.273,0.0,0.25,0.333,0.2,0.0,True
13,13,13,13,13,14,13624,Corey Seager,TEX,28,0.25,0.329,0.475,0.7559999999999999,608369,140,Ranger Suarez,0,Citizens Bank Park,16,624133,3.68,8.97,7.62,1.37,0.258,0.0,0.667,0.25,0.25,0.5,0.0,True
14,14,14,14,14,15,12927,Brandon Nimmo,NYM,29,0.271,0.355,0.425,0.83,607043,121,Charlie Morton,1,Citi Field,22,450203,4.26,7.63,10.35,1.21,0.23,0.0,0.0,0.2,0.25,0.333,0.2,True
15,15,15,15,15,16,15362,Jeff McNeil,NYM,30,0.306,0.362,0.445,0.852,643446,121,Charlie Morton,1,Citi Field,22,450203,4.26,7.63,10.35,1.21,0.23,0.286,0.333,0.8,0.0,0.667,0.5,True
16,16,16,16,16,17,15676,Jose Abreu,CHW,35,0.297,0.375,0.464,0.794,547989,145,Scott Effross,0,Wrigley Field,24,664123,6.75,9.0,6.75,1.25,0.25,0.0,0.333,0.25,0.333,0.333,0.25,False
17,17,17,17,17,18,19251,Pete Alonso,NYM,27,0.278,0.357,0.541,0.777,624413,121,Charlie Morton,1,Citi Field,22,450203,4.26,7.63,10.35,1.21,0.23,0.286,0.0,0.25,0.0,0.25,0.333,True
18,18,18,18,18,19,22581,Alejandro Kirk,TOR,23,0.305,0.388,0.461,0.86,672386,141,Jameson Taillon,1,Rogers Centre,2,592791,3.95,8.5,7.76,1.14,0.246,0.0,0.333,0.0,0.0,0.0,0.5,True
19,19,19,19,19,21,19611,Vladimir Guerrero Jr.,TOR,23,0.287,0.359,0.504,0.7829999999999999,665489,141,Jameson Taillon,1,Rogers Centre,2,592791,3.95,8.5,7.76,1.14,0.246,0.333,0.333,0.0,0.0,0.2,0.0,True
20,20,20,20,20,22,17678,Alex Bregman,HOU,28,0.251,0.356,0.422,0.86,608324,117,Chris Flexen,1,Minute Maid Park,32,623167,3.92,9.0,6.23,1.37,0.257,0.4,0.25,0.0,0.0,0.25,0.0,False
21,21,21,21,21,23,16505,Matt Chapman,TOR,29,0.242,0.322,0.474,0.735,656305,141,Jameson Taillon,1,Rogers Centre,2,592791,3.95,8.5,7.76,1.14,0.246,0.2,0.25,0.0,0.0,0.4,0.25,False
22,22,22,22,22,24,18345,Kyle Tucker,HOU,25,0.242,0.332,0.449,0.8059999999999999,663656,117,Chris Flexen,1,Minute Maid Park,32,623167,3.92,9.0,6.23,1.37,0.257,0.4,0.5,0.75,0.5,0.5,1.0,False
23,23,23,23,23,25,15986,Willy Adames,MIL,26,0.224,0.289,0.463,0.726,642715,158,Tyler Mahle,1,American Family Field,18,641816,6.0,7.5,7.5,1.0,0.238,0.5,0.333,0.25,0.4,0.0,0.0,True
24,24,24,24,24,26,16472,Rhys Hoskins,PHI,29,0.253,0.344,0.496,0.7609999999999999,656555,143,Jon Gray,1,Citizens Bank Park,16,592351,3.83,7.58,10.1,1.17,0.224,0.083,0.25,0.25,0.0,0.0,0.0,True
25,25,25,25,25,27,17919,Ian Happ,CHC,27,0.276,0.356,0.432,0.7490000000000001,664023,112,Michael Kopech,1,Wrigley Field,24,656629,3.38,6.66,7.75,1.23,0.204,0.0,0.0,0.333,0.0,0.25,0.5,True
26,26,26,26,26,28,17982,Ty France,SEA,27,0.298,0.368,0.463,0.838,664034,136,Cristian Javier,0,Minute Maid Park,32,664299,3.14,6.19,11.84,1.05,0.191,0.0,0.5,0.25,0.0,0.2,0.333,True
27,27,27,27,27,29,12856,George Springer,TOR,32,0.251,0.331,0.464,0.733,543807,141,Jameson Taillon,1,Rogers Centre,2,592791,3.95,8.5,7.76,1.14,0.246,0.222,0.5,0.0,0.667,0.25,0.0,False
28,28,28,28,28,30,3473,Anthony Rizzo,NYY,32,0.227,0.347,0.511,0.8,519203,147,Alek Manoah,0,Rogers Centre,2,666201,2.56,7.16,8.15,1.02,0.217,0.2,0.0,0.0,0.0,0.2,0.4,True
29,29,29,29,29,31,9241,Starling Marte,NYM,33,0.292,0.344,0.458,0.775,516782,121,Charlie Morton,1,Citi Field,22,450203,4.26,7.63,10.35,1.21,0.23,0.2,0.5,0.25,0.0,0.25,0.0,True
