,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,IDfg,Name,Team,Age,AVG,OBP,SLG,Contact% (pi),BatterIDs,TeamIDs,Pitchers,Home,Ballpark,BallparkNumber,PitcherIDs,era,h9,k9,whip,avg,MatchupAverage,Game 1,Game 2,Game 3,Game 4,Game 5,TestLabels
12,12,12,12,12,27,16578,Yandy Diaz,TBR,30,0.277,0.392,0.393,0.873,650490,139,Logan Gilbert,0,T-Mobile Park,27,669302,3.47,8.57,8.3,1.23,0.248,0.0,0.333,0.0,0.5,0.4,0.0,True
13,13,13,13,13,29,15112,Ryan McMahon,COL,27,0.242,0.339,0.397,0.752,641857,115,Merrill Kelly,0,Chase Field,13,518876,2.86,7.48,7.41,1.13,0.226,0.188,0.333,0.5,0.0,0.0,0.667,True
14,14,14,14,14,32,13419,Christian Walker,ARI,31,0.21,0.31,0.459,0.7709999999999999,572233,109,Chad Kuhl,1,Chase Field,13,641771,5.16,9.7,6.64,1.52,0.273,0.0,0.0,0.4,0.0,0.25,0.0,False
15,15,15,15,15,33,15172,Tim Anderson,CHW,29,0.301,0.339,0.395,0.795,641313,145,Nathan Eovaldi,0,Fenway Park,3,543135,4.23,9.51,8.94,1.23,0.263,0.5,0.0,0.333,0.25,0.6,0.5,True
16,16,16,16,16,35,14344,Matt Olson,ATL,28,0.248,0.338,0.48,0.738,621566,144,Eric Lauer,1,Truist Park,12,641778,3.59,7.75,8.87,1.22,0.23,0.0,0.0,0.5,0.5,0.0,0.25,False
17,17,17,17,17,36,12546,C.J. Cron,COL,32,0.28,0.33,0.514,0.778,543068,115,Merrill Kelly,0,Chase Field,13,518876,2.86,7.48,7.41,1.13,0.226,0.667,0.5,0.25,1.0,0.2,0.0,True
18,18,18,18,18,37,5827,Wilmer Flores,SFG,30,0.251,0.334,0.444,0.8290000000000001,527038,137,Jordan Hicks,1,Oracle Park,9,663855,4.63,5.84,8.66,1.3,0.188,0.0,0.5,0.25,0.333,0.0,0.0,False
19,19,19,19,19,38,11477,Christian Yelich,MIL,30,0.262,0.365,0.39,0.7829999999999999,592885,158,Jesse Chavez,0,Truist Park,12,445926,9.0,12.0,6.0,2.0,0.308,0.333,0.6,0.5,0.0,0.0,0.6,True
20,20,20,20,20,41,13613,Ketel Marte,ARI,28,0.261,0.346,0.445,0.804,606466,109,Chad Kuhl,1,Chase Field,13,641771,5.16,9.7,6.64,1.52,0.273,1.0,1.0,0.25,0.25,0.25,0.25,True
21,21,21,21,21,43,10231,Jose Iglesias,COL,32,0.316,0.358,0.417,0.865,578428,115,Merrill Kelly,0,Chase Field,13,518876,2.86,7.48,7.41,1.13,0.226,0.0,0.333,0.0,0.0,0.0,0.4,True
22,22,22,22,22,45,17907,Brendan Rodgers,COL,25,0.284,0.334,0.432,0.785,663898,115,Merrill Kelly,0,Chase Field,13,518876,2.86,7.48,7.41,1.13,0.226,0.667,0.5,0.5,0.0,0.5,0.0,True
23,23,23,23,23,46,15491,J.P. Crawford,SEA,27,0.255,0.331,0.354,0.875,641487,136,Matt Wisler,1,T-Mobile Park,27,605538,2.36,6.21,7.29,1.02,0.192,0.5,0.333,0.5,0.0,0.5,0.667,False
24,24,24,24,24,53,18564,Trent Grisham,SDP,25,0.192,0.29,0.355,0.772,663757,135,Sandy Alcantara,1,Petco Park,31,645261,1.88,6.14,8.01,0.93,0.195,0.333,0.0,0.0,0.0,0.6,0.4,True
25,25,25,25,25,54,6184,J.D. Martinez,BOS,34,0.281,0.345,0.447,0.716,502110,111,Vince Velasquez,1,Fenway Park,3,592826,5.21,8.87,8.1,1.33,0.249,0.286,0.25,0.2,0.5,0.6,0.5,True
26,26,26,26,26,56,15223,Adam Frazier,SEA,30,0.243,0.306,0.31,0.878,624428,136,Matt Wisler,1,T-Mobile Park,27,605538,2.36,6.21,7.29,1.02,0.192,0.0,0.333,0.0,0.25,0.0,0.5,True
27,27,27,27,27,57,11265,Jonathan Schoop,DET,30,0.203,0.238,0.31,0.7559999999999999,570731,116,Luis Garcia,0,Minute Maid Park,32,472610,3.51,8.78,9.44,1.27,0.252,0.0,0.0,0.0,0.25,0.0,0.0,False
28,28,28,28,28,59,19290,Randy Arozarena,TBR,27,0.256,0.317,0.416,0.7240000000000001,668227,139,Logan Gilbert,0,T-Mobile Park,27,669302,3.47,8.57,8.3,1.23,0.248,0.25,0.0,0.333,0.2,0.2,0.5,True
29,29,29,29,29,60,17027,Alex Verdugo,BOS,26,0.272,0.312,0.389,0.863,657077,111,Vince Velasquez,1,Fenway Park,3,592826,5.21,8.87,8.1,1.33,0.249,0.0,0.0,0.0,0.25,0.2,0.0,True
30,30,30,30,30,61,7802,Miguel Rojas,MIA,33,0.233,0.282,0.335,0.852,500743,146,Yu Darvish,0,Petco Park,31,506433,3.28,7.24,8.84,1.0,0.217,0.167,0.333,0.0,0.0,0.5,0.0,False
31,31,31,31,31,63,12979,Javier Baez,DET,29,0.22,0.262,0.372,0.674,595879,116,Luis Garcia,0,Minute Maid Park,32,472610,3.51,8.78,9.44,1.27,0.252,0.6,0.0,0.0,0.0,0.25,0.4,True
32,32,32,32,32,64,15679,Rowdy Tellez,MIL,27,0.238,0.323,0.475,0.797,642133,158,Jesse Chavez,0,Truist Park,12,445926,9.0,12.0,6.0,2.0,0.308,0.5,0.4,0.667,0.25,0.0,0.5,True
33,33,33,33,33,65,13590,Jesse Winker,SEA,28,0.229,0.348,0.363,0.815,608385,136,Matt Wisler,1,T-Mobile Park,27,605538,2.36,6.21,7.29,1.02,0.192,0.6,0.25,0.333,0.0,0.0,0.6,True
34,34,34,34,34,66,7859,Charlie Blackmon,COL,35,0.263,0.314,0.446,0.816,453568,115,Merrill Kelly,0,Chase Field,13,518876,2.86,7.48,7.41,1.13,0.226,0.5,0.25,0.25,0.25,0.25,0.2,False
35,35,35,35,35,67,9847,Andrew McCutchen,MIL,35,0.255,0.325,0.4,0.804,457705,158,Jesse Chavez,0,Truist Park,12,445926,9.0,12.0,6.0,2.0,0.308,0.0,0.8,0.0,0.0,0.0,0.2,True
36,36,36,36,36,68,10243,Randal Grichuk,COL,30,0.27,0.312,0.435,0.768,545341,115,Merrill Kelly,0,Chase Field,13,518876,2.86,7.48,7.41,1.13,0.226,0.0,0.5,0.0,0.25,0.4,0.333,False
37,37,37,37,37,70,11342,Jesus Aguilar,MIA,32,0.241,0.287,0.391,0.745,542583,146,Yu Darvish,0,Petco Park,31,506433,3.28,7.24,8.84,1.0,0.217,0.0,0.25,0.6,0.5,0.5,0.333,True
38,38,38,38,38,71,5760,Avisail Garcia,MIA,31,0.232,0.269,0.322,0.654,541645,146,Yu Darvish,0,Petco Park,31,506433,3.28,7.24,8.84,1.0,0.217,0.0,0.0,0.0,0.0,0.0,0.2,True
39,39,39,39,39,75,10324,Marcell Ozuna,ATL,31,0.213,0.264,0.388,0.742,542303,144,Eric Lauer,1,Truist Park,12,641778,3.59,7.75,8.87,1.22,0.23,0.667,0.2,0.0,0.0,0.0,0.25,False
