,Unnamed: 0,Unnamed: 0.1,IDfg,Name,Team,Age,AVG,OBP,SLG,Contact% (pi),BatterIDs,TeamIDs,Pitchers,Home,Ballpark,BallparkNumber,PitcherIDs,era,h9,k9,whip,avg,MatchupAverage,Game 1,Game 2,Game 3,Game 4,Game 5,TestLabels
0,0,0,9777,Nolan Arenado,STL,31,0.3,0.369,0.55,0.81,571448,138,Eric Lauer,0,American Family Field,18,641778,3.59,7.75,8.87,1.22,0.23,0.214,0.5,0.0,0.0,0.5,0.667,True
1,1,1,9218,Paul Goldschmidt,STL,34,0.329,0.413,0.609,0.768,502671,138,Eric Lauer,0,American Family Field,18,641778,3.59,7.75,8.87,1.22,0.23,0.111,0.0,0.25,0.4,0.2,0.25,True
2,2,2,5361,Freddie Freeman,LAD,32,0.323,0.4,0.524,0.8290000000000001,518692,119,Luis Castillo,0,Great American Ball Park,8,622491,1.84,4.91,9.2,0.89,0.163,0.429,0.75,0.25,0.6,0.25,0.333,True
3,3,3,13510,Jose Ramirez,CLE,29,0.284,0.355,0.55,0.877,608070,114,Sonny Gray,0,Target Field,26,543243,3.19,7.29,8.43,1.11,0.219,0.222,0.2,0.25,0.25,0.8,0.5,True
4,4,7,16252,Trea Turner,LAD,29,0.306,0.346,0.502,0.76,607208,119,Luis Castillo,0,Great American Ball Park,8,622491,1.84,4.91,9.2,0.89,0.163,0.429,0.8,0.25,0.2,0.6,0.333,False
5,5,8,12161,Xander Bogaerts,BOS,29,0.31,0.381,0.452,0.76,593428,111,Tarik Skubal,1,Fenway Park,3,669373,3.52,7.95,8.95,1.16,0.237,0.0,0.5,0.0,0.0,0.5,0.75,True
6,6,9,11739,J.T. Realmuto,PHI,31,0.268,0.339,0.455,0.784,592663,143,Jon Gray,0,Globe Life Field,14,592351,3.83,7.58,10.1,1.17,0.224,0.385,0.5,0.333,0.0,0.2,0.25,False
7,7,10,19470,Tommy Edman,STL,27,0.258,0.322,0.367,0.821,669242,138,Eric Lauer,0,American Family Field,18,641778,3.59,7.75,8.87,1.22,0.23,0.286,0.2,0.0,0.333,0.167,0.4,True
8,8,11,5417,Jose Altuve,HOU,32,0.286,0.368,0.513,0.851,514888,117,Carlos Carrasco,1,Minute Maid Park,32,471911,3.76,9.19,8.9,1.28,0.266,0.385,0.25,0.25,0.5,0.0,0.0,False
9,9,12,19950,Andres Gimenez,CLE,23,0.302,0.365,0.484,0.743,665926,114,Sonny Gray,0,Target Field,26,543243,3.19,7.29,8.43,1.11,0.219,0.5,0.4,0.25,0.0,0.5,0.5,True
10,10,13,13624,Corey Seager,TEX,28,0.25,0.329,0.475,0.7559999999999999,608369,140,Zack Wheeler,1,Globe Life Field,14,554430,2.63,7.25,9.73,1.03,0.218,0.375,0.25,0.5,0.25,0.667,0.0,True
