,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,IDfg,Name,Team,Age,AVG,OBP,SLG,Contact% (pi),BatterIDs,TeamIDs,Pitchers,Home,Ballpark,BallparkNumber,PitcherIDs,era,h9,k9,whip,avg,MatchupAverage,Game 1,Game 2,Game 3,Game 4,Game 5,TestLabels
0,0,0,0,0,0,1,18314,Dansby Swanson,ATL,28,0.292,0.348,0.464,0.7090000000000001,621020,144,Clayton Kershaw,0.0,Dodger Stadium,17.0,477132,2.64,7.28,9.28,0.98,0.218,0.333,0.0,0.5,0.0,0.0,0.0,False
1,1,1,1,1,1,2,19556,Yordan Alvarez,HOU,25,0.297,0.403,0.63,0.802,670541,117,Michael Lorenzen,1.0,Minute Maid Park,32.0,547179,4.94,8.37,6.97,1.35,0.245,0.0,0.0,0.0,0.25,0.333,0.0,True
2,2,2,2,2,2,4,18360,Austin Riley,ATL,25,0.298,0.359,0.594,0.7390000000000001,663586,144,Clayton Kershaw,0.0,Dodger Stadium,17.0,477132,2.64,7.28,9.28,0.98,0.218,0.667,0.0,0.0,0.4,0.0,0.667,True
3,3,3,3,3,3,5,17350,Rafael Devers,BOS,25,0.31,0.367,0.586,0.73,646240,111,Dylan Bundy,1.0,Fenway Park,3.0,605164,5.01,9.74,7.14,1.3,0.272,0.25,0.5,0.25,0.5,0.2,0.6,True
4,4,4,4,4,4,6,16252,Trea Turner,LAD,29,0.306,0.346,0.502,0.76,607208,119,Huascar Ynoa,1.0,Dodger Stadium,17.0,660623,13.5,14.85,10.8,2.55,0.355,0.222,0.0,0.75,0.5,0.4,0.333,True
5,5,5,5,5,5,7,12161,Xander Bogaerts,BOS,29,0.31,0.381,0.452,0.76,593428,111,Dylan Bundy,1.0,Fenway Park,3.0,605164,5.01,9.74,7.14,1.3,0.272,0.333,0.75,0.25,0.0,0.25,0.0,True
6,6,6,6,6,6,8,11739,J.T. Realmuto,PHI,31,0.268,0.339,0.455,0.784,592663,143,Chad Kuhl,0.0,Coors Field,1.0,641771,5.16,9.7,6.64,1.52,0.273,0.5,0.25,0.0,1.0,0.25,0.5,True
7,7,7,7,7,7,12,18577,Ke'Bryan Hayes,PIT,25,0.248,0.32,0.358,0.818,663647,134,Eric Lauer,0.0,American Family Field,18.0,641778,3.59,7.75,8.87,1.22,0.23,0.0,0.5,0.25,0.0,1.0,0.25,True
8,8,8,8,8,8,16,15112,Ryan McMahon,COL,27,0.242,0.339,0.397,0.752,641857,115,Aaron Nola,1.0,Coors Field,1.0,605400,3.17,7.28,9.77,0.95,0.219,0.25,0.25,0.25,0.5,0.0,0.0,False
9,9,9,9,9,9,18,17929,Cedric Mullins II,BAL,27,0.261,0.321,0.39,0.816,656775,110,Frankie Montas,0.0,Oakland Coliseum,19.0,593423,18.0,15.0,6.0,2.67,0.385,0.0,0.0,0.25,0.0,0.0,0.4,True
10,10,10,10,10,10,19,14344,Matt Olson,ATL,28,0.248,0.338,0.48,0.738,621566,144,Clayton Kershaw,0.0,Dodger Stadium,17.0,477132,2.64,7.28,9.28,0.98,0.218,0.0,0.5,0.75,0.0,0.5,0.0,True
11,11,11,11,11,11,20,12546,C.J. Cron,COL,32,0.28,0.33,0.514,0.778,543068,115,Aaron Nola,1.0,Coors Field,1.0,605400,3.17,7.28,9.77,0.95,0.219,0.667,0.0,0.5,0.25,0.4,0.0,True
12,12,12,12,12,12,22,16478,Kyle Schwarber,PHI,29,0.207,0.31,0.499,0.72,656941,143,Chad Kuhl,0.0,Coors Field,1.0,641771,5.16,9.7,6.64,1.52,0.273,0.176,0.5,0.0,0.2,0.0,0.0,False
13,13,13,13,13,13,23,10231,Jose Iglesias,COL,32,0.316,0.358,0.417,0.865,578428,115,Aaron Nola,1.0,Coors Field,1.0,605400,3.17,7.28,9.77,0.95,0.219,0.4,0.0,0.25,0.0,0.8,0.0,True
