,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,IDfg,Name,Team,Age,AVG,OBP,SLG,Contact% (pi),BatterIDs,TeamIDs,Pitchers,Home,Ballpark,BallparkNumber,PitcherIDs,era,h9,k9,whip,avg,MatchupAverage,Game 1,Game 2,Game 3,Game 4,Game 5,TestLabels
0,0,0,0,0,0,9777,Nolan Arenado,STL,31,0.3,0.369,0.55,0.81,571448,138,Carlos Rodon,1,Busch Stadium,15,607074,2.95,6.87,11.29,1.07,0.209,0.2,0.5,0.0,0.333,0.25,0.0,True
1,1,1,1,1,1,9218,Paul Goldschmidt,STL,34,0.329,0.413,0.609,0.768,502671,138,Carlos Rodon,1,Busch Stadium,15,607074,2.95,6.87,11.29,1.07,0.209,0.0,0.25,0.5,0.25,0.667,0.25,True
2,2,2,2,2,2,5361,Freddie Freeman,LAD,32,0.323,0.4,0.524,0.8290000000000001,518692,119,Aaron Nola,1,Dodger Stadium,17,605400,3.17,7.28,9.77,0.95,0.219,0.25,0.0,0.333,0.2,0.333,0.25,False
3,3,3,3,3,3,13510,Jose Ramirez,CLE,29,0.284,0.355,0.55,0.877,608070,114,Joe Ryan,0,Target Field,26,657746,3.95,7.71,8.75,1.13,0.226,0.0,0.0,0.4,0.25,0.0,0.333,True
4,4,4,4,4,4,18314,Dansby Swanson,ATL,28,0.292,0.348,0.464,0.7090000000000001,621020,144,Joe Musgrove,1,Truist Park,12,605397,2.91,7.16,8.79,1.02,0.216,0.333,0.0,0.5,0.0,0.0,0.667,True
5,5,5,5,5,6,18360,Austin Riley,ATL,25,0.298,0.359,0.594,0.7390000000000001,663586,144,Joe Musgrove,1,Truist Park,12,605397,2.91,7.16,8.79,1.02,0.216,0.222,0.75,0.0,0.333,0.0,0.2,False
6,6,6,6,6,7,13611,Mookie Betts,LAD,29,0.276,0.345,0.535,0.867,605141,119,Aaron Nola,1,Dodger Stadium,17,605400,3.17,7.28,9.77,0.95,0.219,0.143,0.25,0.333,0.0,0.0,0.25,True
7,7,7,7,7,8,17350,Rafael Devers,BOS,25,0.31,0.367,0.586,0.73,646240,111,Martin Perez,0,Globe Life Field,14,527048,2.85,7.94,7.81,1.18,0.235,0.0,0.4,0.2,0.25,0.5,0.75,True
8,8,8,8,8,9,16252,Trea Turner,LAD,29,0.306,0.346,0.502,0.76,607208,119,Aaron Nola,1,Dodger Stadium,17,605400,3.17,7.28,9.77,0.95,0.219,0.175,0.25,0.2,0.75,0.25,0.5,True
9,9,9,9,9,10,12161,Xander Bogaerts,BOS,29,0.31,0.381,0.452,0.76,593428,111,Martin Perez,0,Globe Life Field,14,527048,2.85,7.94,7.81,1.18,0.235,0.133,0.25,0.4,0.0,0.6,0.5,True
10,10,10,10,10,11,19470,Tommy Edman,STL,27,0.258,0.322,0.367,0.821,669242,138,Carlos Rodon,1,Busch Stadium,15,607074,2.95,6.87,11.29,1.07,0.209,0.333,0.25,0.0,0.25,0.2,0.25,True
11,11,11,11,11,12,5417,Jose Altuve,HOU,32,0.286,0.368,0.513,0.851,514888,117,Patrick Corbin,0,Nationals Park,29,571578,7.02,13.13,8.32,1.82,0.331,0.222,0.25,0.0,0.4,0.25,0.333,True
12,12,12,12,12,13,19950,Andres Gimenez,CLE,23,0.302,0.365,0.484,0.743,665926,114,Joe Ryan,0,Target Field,26,657746,3.95,7.71,8.75,1.13,0.226,0.0,0.25,0.25,0.0,0.4,0.333,True
13,13,13,13,13,14,13624,Corey Seager,TEX,28,0.25,0.329,0.475,0.7559999999999999,608369,140,Austin Davis,1,Globe Life Field,14,656354,4.76,8.74,10.52,1.48,0.251,0.0,0.25,0.0,0.0,0.25,0.667,True
14,14,14,14,14,15,12927,Brandon Nimmo,NYM,29,0.271,0.355,0.425,0.83,607043,121,Robbie Ray,1,Citi Field,22,592662,3.96,7.63,10.34,1.19,0.229,0.5,0.25,0.667,0.5,0.6,0.25,True
15,15,15,15,15,16,14161,Byron Buxton,MIN,28,0.222,0.301,0.549,0.6890000000000001,621439,142,Triston McKenzie,1,Target Field,26,663474,3.16,6.33,8.51,0.96,0.197,0.0,0.333,0.0,0.0,0.0,0.5,True
16,16,16,16,16,17,19197,Will Smith,LAD,27,0.275,0.361,0.477,0.8290000000000001,669257,119,Aaron Nola,1,Dodger Stadium,17,605400,3.17,7.28,9.77,0.95,0.219,0.0,0.333,0.75,0.25,0.2,0.0,True
17,17,17,17,17,18,15362,Jeff McNeil,NYM,30,0.306,0.362,0.445,0.852,643446,121,Robbie Ray,1,Citi Field,22,592662,3.96,7.63,10.34,1.19,0.229,0.0,0.0,0.25,0.0,0.25,0.667,True
18,18,18,18,18,19,15676,Jose Abreu,CHW,35,0.297,0.375,0.464,0.794,547989,145,Nestor Cortes,1,Guaranteed Rate Field,23,641482,2.57,6.91,9.24,1.02,0.208,0.5,0.25,0.0,0.0,0.0,0.0,False
19,19,19,19,19,20,19352,Sean Murphy,OAK,27,0.245,0.32,0.43,0.775,669221,133,Patrick Sandoval,1,Oakland Coliseum,19,663776,3.41,9.0,9.66,1.47,0.259,0.2,0.0,0.0,0.0,0.333,0.0,False
20,20,20,20,20,21,18036,Jake Cronenworth,SDP,28,0.237,0.34,0.388,0.846,630105,135,Kyle Wright,0,Truist Park,12,657140,3.22,7.83,8.67,1.17,0.234,0.0,0.25,0.167,0.0,0.6,0.0,False
21,21,21,21,21,22,19251,Pete Alonso,NYM,27,0.278,0.357,0.541,0.777,624413,121,Robbie Ray,1,Citi Field,22,592662,3.96,7.63,10.34,1.19,0.229,0.0,0.333,0.0,0.0,0.5,0.5,True
22,22,22,22,22,23,19611,Vladimir Guerrero Jr.,TOR,23,0.287,0.359,0.504,0.7829999999999999,665489,141,Jeffrey Springs,0,Tropicana Field,21,605488,2.5,7.94,9.42,1.08,0.233,0.25,0.2,0.25,0.25,0.333,0.25,True
23,23,23,23,23,24,17678,Alex Bregman,HOU,28,0.251,0.356,0.422,0.86,608324,117,Patrick Corbin,0,Nationals Park,29,571578,7.02,13.13,8.32,1.82,0.331,0.0,0.0,0.333,0.0,0.5,0.667,False
24,24,24,24,24,25,16505,Matt Chapman,TOR,29,0.242,0.322,0.474,0.735,656305,141,Jeffrey Springs,0,Tropicana Field,21,605488,2.5,7.94,9.42,1.08,0.233,0.125,0.0,0.333,0.0,0.0,0.0,False
25,25,25,25,25,26,10815,Jurickson Profar,SDP,29,0.252,0.344,0.416,0.831,595777,135,Kyle Wright,0,Truist Park,12,657140,3.22,7.83,8.67,1.17,0.234,0.0,0.0,0.2,0.5,0.4,0.0,True
26,26,26,26,26,27,15986,Willy Adames,MIL,26,0.224,0.289,0.463,0.726,642715,158,Elieser Hernandez,0,loanDepot park,20,622694,6.0,9.33,8.83,1.39,0.26,0.0,0.25,0.0,0.0,0.25,0.0,False
27,27,27,27,27,28,17548,Taylor Ward,LAA,28,0.274,0.365,0.465,0.7829999999999999,621493,108,Frankie Montas,0,Oakland Coliseum,19,593423,18.0,15.0,6.0,2.67,0.385,0.6,1.0,0.25,0.5,0.5,0.25,True
28,28,28,28,28,29,12552,Eugenio Suarez,SEA,30,0.227,0.329,0.415,0.677,553993,136,Carlos Carrasco,0,Citi Field,22,471911,3.76,9.19,8.9,1.28,0.266,0.2,0.333,0.25,0.0,0.4,0.0,False
29,29,29,29,29,30,18568,Luis Arraez,MIN,25,0.329,0.394,0.436,0.932,650333,142,Triston McKenzie,1,Target Field,26,663474,3.16,6.33,8.51,0.96,0.197,0.0,0.4,0.0,0.667,0.5,0.25,True
30,30,30,30,30,31,12856,George Springer,TOR,32,0.251,0.331,0.464,0.733,543807,141,Jeffrey Springs,0,Tropicana Field,21,605488,2.5,7.94,9.42,1.08,0.233,0.0,0.0,0.0,0.5,0.333,0.4,False
31,31,31,31,31,32,27506,Ha-seong Kim,SDP,26,0.248,0.326,0.37,0.83,673490,135,Kyle Wright,0,Truist Park,12,657140,3.22,7.83,8.67,1.17,0.234,0.5,0.0,0.6,0.25,0.0,0.0,True
32,32,32,32,32,33,19755,Shohei Ohtani,LAA,27,0.256,0.348,0.501,0.741,660271,108,Frankie Montas,0,Oakland Coliseum,19,593423,18.0,15.0,6.0,2.67,0.385,0.333,0.2,0.5,0.0,0.25,0.4,True
33,33,33,33,33,34,9241,Starling Marte,NYM,33,0.292,0.344,0.458,0.775,516782,121,Robbie Ray,1,Citi Field,22,592662,3.96,7.63,10.34,1.19,0.229,0.35,0.75,0.25,0.0,0.25,0.0,True
34,34,34,34,34,35,20043,Luis Robert,CHW,24,0.298,0.334,0.453,0.755,673357,145,Nestor Cortes,1,Guaranteed Rate Field,23,641482,2.57,6.91,9.24,1.02,0.208,0.0,0.5,0.5,0.2,0.5,0.25,True
35,35,35,35,35,37,15518,Amed Rosario,CLE,26,0.29,0.324,0.417,0.8240000000000001,642708,114,Joe Ryan,0,Target Field,26,657746,3.95,7.71,8.75,1.13,0.226,0.2,0.0,0.4,0.75,0.6,0.0,True
36,36,36,36,36,38,19612,Bo Bichette,TOR,24,0.263,0.304,0.436,0.775,666182,141,Jeffrey Springs,0,Tropicana Field,21,605488,2.5,7.94,9.42,1.08,0.233,0.5,0.0,0.0,0.6,0.25,0.0,False
37,37,37,37,37,39,12533,Marcus Semien,TEX,31,0.239,0.298,0.403,0.8079999999999999,543760,140,Austin Davis,1,Globe Life Field,14,656354,4.76,8.74,10.52,1.48,0.251,1.0,0.0,0.0,0.0,0.0,0.0,True
38,38,38,38,38,40,13066,Teoscar Hernandez,TOR,29,0.273,0.325,0.494,0.669,606192,141,Jeffrey Springs,0,Tropicana Field,21,605488,2.5,7.94,9.42,1.08,0.233,0.0,0.4,0.0,0.25,0.0,0.25,False
39,39,39,39,39,41,15172,Tim Anderson,CHW,29,0.301,0.339,0.395,0.795,641313,145,Nestor Cortes,1,Guaranteed Rate Field,23,641482,2.57,6.91,9.24,1.02,0.208,0.4,0.6,0.2,0.0,0.75,0.2,True
40,40,40,40,40,42,17929,Cedric Mullins II,BAL,27,0.261,0.321,0.39,0.816,656775,110,Tarik Skubal,0,Comerica Park,25,669373,3.52,7.95,8.95,1.16,0.237,0.4,0.25,0.4,0.25,0.333,0.8,False
41,41,41,41,41,43,14344,Matt Olson,ATL,28,0.248,0.338,0.48,0.738,621566,144,Joe Musgrove,1,Truist Park,12,605397,2.91,7.16,8.79,1.02,0.216,0.429,0.25,0.0,0.25,0.4,0.2,True
42,42,42,42,42,44,5827,Wilmer Flores,SFG,30,0.251,0.334,0.444,0.8290000000000001,527038,137,Adam Wainwright,0,Busch Stadium,15,425794,3.42,8.64,7.24,1.24,0.253,0.2,1.0,0.0,0.25,0.333,0.333,True
43,43,43,43,43,45,13152,Jorge Polanco,MIN,28,0.237,0.349,0.407,0.777,593871,142,Triston McKenzie,1,Target Field,26,663474,3.16,6.33,8.51,0.96,0.197,0.125,0.25,0.25,0.25,0.5,0.0,False
44,44,44,44,44,46,11477,Christian Yelich,MIL,30,0.262,0.365,0.39,0.7829999999999999,592885,158,Elieser Hernandez,0,loanDepot park,20,622694,6.0,9.33,8.83,1.39,0.26,0.0,0.25,0.25,0.8,0.0,0.0,False
