,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,IDfg,Name,Team,Age,AVG,OBP,SLG,Contact% (pi),BatterIDs,TeamIDs,Pitchers,Home,Ballpark,BallparkNumber,PitcherIDs,era,h9,k9,whip,avg,MatchupAverage,Game 1,Game 2,Game 3,Game 4,Game 5,TestLabels
0,0,0,0,5361,Freddie Freeman,LAD,32,0.323,0.4,0.524,0.8290000000000001,518692,119,Carlos Rodon,0,Oracle Park,9,607074,2.95,6.87,11.29,1.07,0.209,0.0,0.4,0.25,0.6,0.0,0.0,False
1,1,1,1,13510,Jose Ramirez,CLE,29,0.284,0.355,0.55,0.877,608070,114,Cole Irvin,1,Progressive Field,7,608344,2.92,7.59,6.13,1.03,0.226,0.0,0.25,0.75,0.25,0.5,0.0,True
2,2,2,2,18314,Dansby Swanson,ATL,28,0.292,0.348,0.464,0.7090000000000001,621020,144,Jose Quintana,1,Truist Park,12,500779,1.5,1.5,10.5,0.5,0.056,0.5,0.5,0.75,0.25,0.25,0.5,True
3,3,3,3,11493,Manny Machado,SDP,29,0.29,0.362,0.509,0.7759999999999999,592518,135,German Marquez,1,Petco Park,31,608566,5.18,9.54,7.25,1.41,0.27,0.318,0.0,0.0,0.5,0.5,0.25,True
4,4,4,4,12916,Francisco Lindor,NYM,28,0.268,0.344,0.462,0.7879999999999999,596019,121,Patrick Sandoval,0,Angel Stadium,4,663776,3.41,9.0,9.66,1.47,0.259,0.0,0.2,0.25,0.0,0.0,0.2,False
5,5,5,5,13611,Mookie Betts,LAD,29,0.276,0.345,0.535,0.867,605141,119,Carlos Rodon,0,Oracle Park,9,607074,2.95,6.87,11.29,1.07,0.209,0.071,0.25,0.0,0.0,0.0,0.25,False
6,6,6,6,17350,Rafael Devers,BOS,25,0.31,0.367,0.586,0.73,646240,111,Robbie Ray,0,T-Mobile Park,27,592662,3.96,7.63,10.34,1.19,0.229,0.333,0.333,0.25,0.0,0.5,0.25,True
7,7,7,7,16252,Trea Turner,LAD,29,0.306,0.346,0.502,0.76,607208,119,Carlos Rodon,0,Oracle Park,9,607074,2.95,6.87,11.29,1.07,0.209,0.333,0.2,0.25,0.25,0.5,0.333,True
8,8,8,8,12161,Xander Bogaerts,BOS,29,0.31,0.381,0.452,0.76,593428,111,Robbie Ray,0,T-Mobile Park,27,592662,3.96,7.63,10.34,1.19,0.229,0.231,0.5,0.25,0.25,0.25,0.25,True
9,9,9,10,19197,Will Smith,LAD,27,0.275,0.361,0.477,0.8290000000000001,669257,119,Carlos Rodon,0,Oracle Park,9,607074,2.95,6.87,11.29,1.07,0.209,0.0,0.6,0.25,0.25,0.5,0.25,True
10,10,10,11,18036,Jake Cronenworth,SDP,28,0.237,0.34,0.388,0.846,630105,135,German Marquez,1,Petco Park,31,608566,5.18,9.54,7.25,1.41,0.27,0.364,0.333,0.0,0.25,0.75,0.333,False
11,11,11,12,11609,Willson Contreras,CHC,30,0.253,0.364,0.463,0.711,575929,112,Jameson Taillon,0,Yankee Stadium,6,592791,3.95,8.5,7.76,1.14,0.246,0.231,0.0,0.167,0.333,0.333,0.4,False
12,12,12,14,10815,Jurickson Profar,SDP,29,0.252,0.344,0.416,0.831,595777,135,German Marquez,1,Petco Park,31,608566,5.18,9.54,7.25,1.41,0.27,0.5,0.25,0.25,0.25,0.5,0.5,False
