,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,IDfg,Name,Team,Age,AVG,OBP,SLG,Contact% (pi),BatterIDs,TeamIDs,Pitchers,Home,Ballpark,BallparkNumber,PitcherIDs,era,h9,k9,whip,avg,MatchupAverage,Game 1,Game 2,Game 3,Game 4,Game 5,TestLabels
13,13,13,15,17919,Ian Happ,CHC,27,0.276,0.356,0.432,0.7490000000000001,664023,112,Jameson Taillon,0,Yankee Stadium,6,592791,3.95,8.5,7.76,1.14,0.246,0.222,0.0,0.2,0.25,0.2,0.333,True
14,14,14,16,19287,Adolis Garcia,TEX,29,0.248,0.298,0.456,0.677,666969,140,Michael Kopech,0,Guaranteed Rate Field,23,656629,3.38,6.66,7.75,1.23,0.204,0.333,0.4,0.5,0.5,0.0,0.0,True
15,15,15,17,27506,Ha-seong Kim,SDP,26,0.248,0.326,0.37,0.83,673490,135,German Marquez,1,Petco Park,31,608566,5.18,9.54,7.25,1.41,0.27,0.0,0.0,0.0,0.75,0.5,0.0,False
16,16,16,19,9241,Starling Marte,NYM,33,0.292,0.344,0.458,0.775,516782,121,Patrick Sandoval,0,Angel Stadium,4,663776,3.41,9.0,9.66,1.47,0.259,0.0,0.0,0.333,0.2,0.4,0.0,True
17,17,17,20,15112,Ryan McMahon,COL,27,0.242,0.339,0.397,0.752,641857,115,Blake Snell,0,Petco Park,31,605483,3.96,7.56,11.77,1.33,0.226,0.0,0.0,0.333,0.0,0.5,0.0,True
18,18,18,21,12533,Marcus Semien,TEX,31,0.239,0.298,0.403,0.8079999999999999,543760,140,Michael Kopech,0,Guaranteed Rate Field,23,656629,3.38,6.66,7.75,1.23,0.204,1.0,0.5,0.0,0.25,1.0,0.75,False
19,19,19,22,13419,Christian Walker,ARI,31,0.21,0.31,0.459,0.7709999999999999,572233,109,Ranger Suarez,0,Citizens Bank Park,16,624133,3.68,8.97,7.62,1.37,0.258,0.286,0.0,0.25,0.0,0.4,0.0,True
20,20,20,23,17929,Cedric Mullins II,BAL,27,0.261,0.321,0.39,0.816,656775,110,Brad Keller,0,Kauffman Stadium,5,641745,4.45,8.97,6.03,1.37,0.259,0.5,0.25,0.0,0.4,0.25,0.0,True
21,21,21,24,14344,Matt Olson,ATL,28,0.248,0.338,0.48,0.738,621566,144,Jose Quintana,1,Truist Park,12,500779,1.5,1.5,10.5,0.5,0.056,0.0,0.0,0.333,0.0,0.4,0.25,True
22,22,22,25,12546,C.J. Cron,COL,32,0.28,0.33,0.514,0.778,543068,115,Blake Snell,0,Petco Park,31,605483,3.96,7.56,11.77,1.33,0.226,0.4,0.2,0.4,0.333,0.25,0.0,True
23,23,23,26,5827,Wilmer Flores,SFG,30,0.251,0.334,0.444,0.8290000000000001,527038,137,Julio Urias,1,Oracle Park,9,628711,2.49,6.97,8.58,0.97,0.21,0.235,0.0,0.0,0.0,0.0,0.75,False
24,24,24,27,11477,Christian Yelich,MIL,30,0.262,0.365,0.39,0.7829999999999999,592885,158,Paolo Espino,0,Nationals Park,29,502179,4.04,9.87,6.9,1.27,0.276,0.667,0.6,0.4,0.5,0.25,0.5,True
25,25,25,28,16426,Thairo Estrada,SFG,26,0.269,0.319,0.42,0.813,642731,137,Julio Urias,1,Oracle Park,9,628711,2.49,6.97,8.58,0.97,0.21,0.4,0.333,0.333,0.333,0.333,0.0,True
26,26,26,29,13613,Ketel Marte,ARI,28,0.261,0.346,0.445,0.804,606466,109,Ranger Suarez,0,Citizens Bank Park,16,624133,3.68,8.97,7.62,1.37,0.258,0.571,0.0,0.0,0.5,0.5,0.5,True
27,27,27,30,14551,Anthony Santander,BAL,27,0.262,0.342,0.463,0.805,623993,110,Brad Keller,0,Kauffman Stadium,5,641745,4.45,8.97,6.03,1.37,0.259,0.0,0.5,0.2,0.5,0.0,0.25,True
28,28,28,31,10231,Jose Iglesias,COL,32,0.316,0.358,0.417,0.865,578428,115,Blake Snell,0,Petco Park,31,605483,3.96,7.56,11.77,1.33,0.226,0.2,0.25,0.333,0.0,0.25,0.25,True
29,29,29,32,11445,Mark Canha,NYM,33,0.266,0.366,0.37,0.7909999999999999,592192,121,Patrick Sandoval,0,Angel Stadium,4,663776,3.41,9.0,9.66,1.47,0.259,0.571,0.333,0.5,0.0,0.333,0.5,True
30,30,30,33,17907,Brendan Rodgers,COL,25,0.284,0.334,0.432,0.785,663898,115,Blake Snell,0,Petco Park,31,605483,3.96,7.56,11.77,1.33,0.226,0.5,0.25,0.4,0.25,0.25,0.0,True
31,31,31,34,18171,Seth Brown,OAK,29,0.238,0.295,0.463,0.732,664913,133,Cal Quantrill,0,Progressive Field,7,615698,3.88,9.0,5.78,1.28,0.265,0.25,0.2,0.25,0.5,0.5,0.0,True
32,32,32,35,8709,Elvis Andrus,OAK,33,0.24,0.302,0.371,0.81,462101,133,Cal Quantrill,0,Progressive Field,7,615698,3.88,9.0,5.78,1.28,0.265,0.0,0.2,0.25,0.333,0.0,0.25,False
33,33,33,36,5235,Justin Turner,LAD,37,0.26,0.334,0.41,0.8220000000000001,457759,119,Carlos Rodon,0,Oracle Park,9,607074,2.95,6.87,11.29,1.07,0.209,0.167,0.0,0.25,0.0,0.0,0.25,True
34,34,34,37,15998,Cody Bellinger,LAD,26,0.212,0.269,0.405,0.759,641355,119,Carlos Rodon,0,Oracle Park,9,607074,2.95,6.87,11.29,1.07,0.209,0.0,0.4,0.0,0.25,0.333,0.0,False
35,35,35,38,14854,Mike Yastrzemski,SFG,31,0.22,0.315,0.393,0.797,573262,137,Julio Urias,1,Oracle Park,9,628711,2.49,6.97,8.58,0.97,0.21,0.2,0.0,0.0,0.0,0.75,0.0,True
36,36,36,39,17620,Myles Straw,CLE,27,0.214,0.292,0.272,0.892,664702,114,Cole Irvin,1,Progressive Field,7,608344,2.92,7.59,6.13,1.03,0.226,0.375,0.0,0.0,0.0,0.25,0.0,True
37,37,37,40,18564,Trent Grisham,SDP,25,0.192,0.29,0.355,0.772,663757,135,German Marquez,1,Petco Park,31,608566,5.18,9.54,7.25,1.41,0.27,0.1,0.0,0.333,0.25,0.25,0.25,False
38,38,38,41,6184,J.D. Martinez,BOS,34,0.281,0.345,0.447,0.716,502110,111,Robbie Ray,0,T-Mobile Park,27,592662,3.96,7.63,10.34,1.19,0.229,0.154,0.25,0.25,0.25,0.0,0.4,True
39,39,39,42,6153,Eduardo Escobar,NYM,33,0.22,0.273,0.39,0.753,500871,121,Patrick Sandoval,0,Angel Stadium,4,663776,3.41,9.0,9.66,1.47,0.259,0.0,0.25,0.5,0.25,0.333,0.8,False
40,40,40,43,19566,Nathaniel Lowe,TEX,26,0.282,0.332,0.461,0.775,663993,140,Michael Kopech,0,Guaranteed Rate Field,23,656629,3.38,6.66,7.75,1.23,0.204,0.0,0.4,0.5,0.667,0.0,0.6,True
41,41,41,44,17027,Alex Verdugo,BOS,26,0.272,0.312,0.389,0.863,657077,111,Robbie Ray,0,T-Mobile Park,27,592662,3.96,7.63,10.34,1.19,0.229,0.235,0.0,0.5,0.0,0.4,0.25,True
42,42,42,45,13301,Max Muncy,LAD,31,0.178,0.316,0.349,0.753,571970,119,Carlos Rodon,0,Oracle Park,9,607074,2.95,6.87,11.29,1.07,0.209,0.0,0.2,0.0,0.4,0.0,0.0,False
43,43,43,46,7802,Miguel Rojas,MIA,33,0.233,0.282,0.335,0.852,500743,146,Justin Verlander,0,Minute Maid Park,32,434378,1.73,6.09,8.79,0.85,0.188,0.0,0.0,0.0,0.0,0.0,0.667,True
44,44,44,47,14813,Kyle Farmer,CIN,31,0.252,0.326,0.368,0.8240000000000001,571657,113,Dakota Hudson,0,Busch Stadium,15,641712,4.2,8.57,4.8,1.39,0.262,0.0,1.0,0.0,0.0,0.0,0.5,True
45,45,45,48,12979,Javier Baez,DET,29,0.22,0.262,0.372,0.674,595879,116,Ross Stripling,1,Comerica Park,25,548389,3.16,8.27,7.29,1.1,0.241,0.857,1.0,0.0,0.0,0.5,0.5,False
46,46,46,49,15679,Rowdy Tellez,MIL,27,0.238,0.323,0.475,0.797,642133,158,Paolo Espino,0,Nationals Park,29,502179,4.04,9.87,6.9,1.27,0.276,0.0,0.0,0.0,0.25,0.5,0.5,True
47,47,47,50,10681,Gio Urshela,MIN,30,0.262,0.304,0.423,0.807,570482,142,Jeffrey Springs,1,Target Field,26,605488,2.5,7.94,9.42,1.08,0.233,0.25,0.0,0.25,0.5,0.5,0.2,False
48,48,48,52,24655,Owen Miller,CLE,25,0.238,0.296,0.359,0.8370000000000001,680911,114,Cole Irvin,1,Progressive Field,7,608344,2.92,7.59,6.13,1.03,0.226,0.0,0.333,0.0,0.25,0.0,0.0,True
49,49,49,53,9847,Andrew McCutchen,MIL,35,0.255,0.325,0.4,0.804,457705,158,Paolo Espino,0,Nationals Park,29,502179,4.04,9.87,6.9,1.27,0.276,0.333,0.25,0.75,0.25,0.0,0.667,True
50,50,50,54,16572,Connor Joe,COL,29,0.246,0.347,0.363,0.809,656582,115,Blake Snell,0,Petco Park,31,605483,3.96,7.56,11.77,1.33,0.226,0.5,0.2,0.333,0.0,0.0,0.5,False
51,51,51,55,10243,Randal Grichuk,COL,30,0.27,0.312,0.435,0.768,545341,115,Blake Snell,0,Petco Park,31,605483,3.96,7.56,11.77,1.33,0.226,0.158,0.0,0.2,0.0,0.0,0.667,False
52,52,52,56,14894,Tony Kemp,OAK,30,0.212,0.285,0.3,0.8740000000000001,643393,133,Cal Quantrill,0,Progressive Field,7,615698,3.88,9.0,5.78,1.28,0.265,0.5,0.4,0.0,0.333,0.0,0.25,True
53,53,53,57,11342,Jesus Aguilar,MIA,32,0.241,0.287,0.391,0.745,542583,146,Justin Verlander,0,Minute Maid Park,32,434378,1.73,6.09,8.79,0.85,0.188,0.0,0.5,0.5,0.25,0.25,0.0,False
54,54,54,59,4314,Joey Votto,CIN,38,0.215,0.331,0.389,0.725,458015,113,Dakota Hudson,0,Busch Stadium,15,641712,4.2,8.57,4.8,1.39,0.262,0.217,0.2,0.5,0.5,0.25,0.5,False
55,55,55,60,1744,Miguel Cabrera,DET,39,0.268,0.317,0.331,0.7440000000000001,408234,116,Ross Stripling,1,Comerica Park,25,548389,3.16,8.27,7.29,1.1,0.241,0.0,0.0,0.333,0.25,0.2,1.0,False
56,56,56,61,10324,Marcell Ozuna,ATL,31,0.213,0.264,0.388,0.742,542303,144,Jose Quintana,1,Truist Park,12,500779,1.5,1.5,10.5,0.5,0.056,0.5,0.25,0.0,0.333,0.0,0.2,False
