,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,IDfg,Name,Team,Age,AVG,OBP,SLG,Contact% (pi),BatterIDs,TeamIDs,Pitchers,Home,Ballpark,BallparkNumber,PitcherIDs,era,h9,k9,whip,avg,MatchupAverage,Game 1,Game 2,Game 3,Game 4,Game 5,TestLabels
0,0,0,0,0,0,15640,Aaron Judge,NYY,30,0.303,0.393,0.675,0.736,592450,147,Ross Stripling,0.0,Rogers Centre,2.0,548389,3.16,8.27,7.29,1.1,0.241,0.333,0.4,0.25,0.4,0.5,0.4,True
1,1,1,1,1,1,9777,Nolan Arenado,STL,31,0.3,0.369,0.55,0.81,571448,138,Zack Greinke,1.0,Busch Stadium,15.0,425844,4.58,10.04,5.07,1.33,0.28,0.282,0.25,0.25,0.5,1.0,0.5,False
2,2,2,2,2,2,9218,Paul Goldschmidt,STL,34,0.329,0.413,0.609,0.768,502671,138,Zack Greinke,1.0,Busch Stadium,15.0,425844,4.58,10.04,5.07,1.33,0.28,0.231,0.0,0.25,0.75,0.4,0.25,True
3,3,3,3,3,3,19556,Yordan Alvarez,HOU,25,0.297,0.403,0.63,0.802,670541,117,Marco Gonzales,1.0,Minute Maid Park,32.0,594835,3.98,9.63,5.21,1.39,0.274,0.4,0.0,0.333,0.75,0.25,1.0,True
4,4,4,4,4,4,12916,Francisco Lindor,NYM,28,0.268,0.344,0.462,0.7879999999999999,596019,121,Max Fried,1.0,Citi Field,22.0,608331,2.6,8.07,8.26,1.08,0.237,0.111,0.25,0.25,0.5,0.25,0.0,False
5,5,5,5,5,5,9874,DJ LeMahieu,NYY,33,0.286,0.388,0.429,0.8809999999999999,518934,147,Ross Stripling,0.0,Rogers Centre,2.0,548389,3.16,8.27,7.29,1.1,0.241,0.318,0.25,0.0,0.25,0.2,0.0,True
6,6,6,6,6,6,5417,Jose Altuve,HOU,32,0.286,0.368,0.513,0.851,514888,117,Marco Gonzales,1.0,Minute Maid Park,32.0,594835,3.98,9.63,5.21,1.39,0.274,0.37,0.25,0.333,0.2,0.0,0.4,False
7,7,7,7,7,7,12927,Brandon Nimmo,NYM,29,0.271,0.355,0.425,0.83,607043,121,Max Fried,1.0,Citi Field,22.0,608331,2.6,8.07,8.26,1.08,0.237,0.2,0.2,0.25,0.333,0.2,0.0,False
8,8,8,8,8,8,15362,Jeff McNeil,NYM,30,0.306,0.362,0.445,0.852,643446,121,Max Fried,1.0,Citi Field,22.0,608331,2.6,8.07,8.26,1.08,0.237,0.35,0.8,0.0,0.667,0.5,0.5,True
9,9,9,9,9,9,15676,Jose Abreu,CHW,35,0.297,0.375,0.464,0.794,547989,145,Patrick Sandoval,1.0,Guaranteed Rate Field,23.0,663776,3.41,9.0,9.66,1.47,0.259,0.0,0.25,0.333,0.333,0.25,0.0,True
10,10,10,10,10,10,19251,Pete Alonso,NYM,27,0.278,0.357,0.541,0.777,624413,121,Max Fried,1.0,Citi Field,22.0,608331,2.6,8.07,8.26,1.08,0.237,0.222,0.25,0.0,0.25,0.333,0.0,False
11,11,11,11,11,11,22581,Alejandro Kirk,TOR,23,0.305,0.388,0.461,0.86,672386,141,Jordan Montgomery,1.0,Rogers Centre,2.0,656756,0.0,3.6,1.8,0.6,0.125,0.0,0.0,0.0,0.0,0.5,1.0,True
12,12,12,12,12,12,19611,Vladimir Guerrero Jr.,TOR,23,0.287,0.359,0.504,0.7829999999999999,665489,141,Jordan Montgomery,1.0,Rogers Centre,2.0,656756,0.0,3.6,1.8,0.6,0.125,0.429,0.0,0.0,0.2,0.0,0.0,True
13,13,13,13,13,13,17678,Alex Bregman,HOU,28,0.251,0.356,0.422,0.86,608324,117,Marco Gonzales,1.0,Minute Maid Park,32.0,594835,3.98,9.63,5.21,1.39,0.274,0.31,0.0,0.0,0.25,0.0,0.0,True
14,14,14,14,14,14,16505,Matt Chapman,TOR,29,0.242,0.322,0.474,0.735,656305,141,Jordan Montgomery,1.0,Rogers Centre,2.0,656756,0.0,3.6,1.8,0.6,0.125,0.0,0.0,0.0,0.4,0.25,0.0,True
15,15,15,15,15,15,18345,Kyle Tucker,HOU,25,0.242,0.332,0.449,0.8059999999999999,663656,117,Marco Gonzales,1.0,Minute Maid Park,32.0,594835,3.98,9.63,5.21,1.39,0.274,0.333,0.75,0.5,0.5,1.0,0.25,True
16,16,16,16,16,16,19918,Daulton Varsho,ARI,25,0.239,0.314,0.431,0.7809999999999999,662139,109,Pablo Lopez,0.0,loanDepot park,20.0,641154,3.57,7.79,9.1,1.16,0.232,0.0,0.333,0.4,0.2,0.0,0.0,True
17,17,17,17,17,17,12552,Eugenio Suarez,SEA,30,0.227,0.329,0.415,0.677,553993,136,Jake Odorizzi,0.0,Minute Maid Park,32.0,543606,3.86,11.57,7.71,1.93,0.316,0.0,0.0,0.0,0.0,0.25,0.0,False
18,18,18,18,18,18,17982,Ty France,SEA,27,0.298,0.368,0.463,0.838,664034,136,Jake Odorizzi,0.0,Minute Maid Park,32.0,543606,3.86,11.57,7.71,1.93,0.316,0.364,0.25,0.0,0.2,0.333,0.333,True
19,19,19,19,19,19,12856,George Springer,TOR,32,0.251,0.331,0.464,0.733,543807,141,Jordan Montgomery,1.0,Rogers Centre,2.0,656756,0.0,3.6,1.8,0.6,0.125,0.143,0.0,0.667,0.25,0.0,0.5,True
20,20,20,20,20,20,3473,Anthony Rizzo,NYY,32,0.227,0.347,0.511,0.8,519203,147,Ross Stripling,0.0,Rogers Centre,2.0,548389,3.16,8.27,7.29,1.1,0.241,0.25,0.0,0.0,0.2,0.4,0.25,False
