,Unnamed: 0,Unnamed: 0.1,IDfg,Name,Team,Age,AVG,OBP,SLG,Contact% (pi),BatterIDs,TeamIDs,Pitchers,Home,Ballpark,BallparkNumber,PitcherIDs,era,h9,k9,whip,avg,MatchupAverage,Game 1,Game 2,Game 3,Game 4,Game 5,TestLabels
0,0,0,5361,Freddie Freeman,LAD,32,0.323,0.4,0.524,0.8290000000000001,518692,119,Mark Leiter Jr.,1.0,Dodger Stadium,17.0,643410,4.72,7.17,9.25,1.17,0.216,0.0,0.25,0.25,0.0,0.25,0.667,False
1,1,1,19556,Yordan Alvarez,HOU,25,0.297,0.403,0.63,0.802,670541,117,Kris Bubic,1.0,Minute Maid Park,32.0,663460,5.27,9.41,7.51,1.54,0.27,1.0,0.25,0.5,0.333,0.25,0.0,True
2,2,2,11493,Manny Machado,SDP,29,0.29,0.362,0.509,0.7759999999999999,592518,135,Logan Webb,1.0,Petco Park,31.0,657277,3.17,7.99,7.29,1.15,0.237,0.25,0.2,0.0,0.0,0.25,0.0,True
3,3,3,12916,Francisco Lindor,NYM,28,0.268,0.344,0.462,0.7879999999999999,596019,121,Daniel Castano,1.0,Citi Field,22.0,641447,4.04,10.6,5.05,1.43,0.292,0.0,0.0,0.0,0.5,0.0,1.0,True
4,4,4,17350,Rafael Devers,BOS,25,0.31,0.367,0.586,0.73,646240,111,Gerrit Cole,1.0,Fenway Park,3.0,543037,3.38,7.03,11.58,1.02,0.211,0.238,0.5,0.333,0.25,0.2,0.0,True
5,5,5,16252,Trea Turner,LAD,29,0.306,0.346,0.502,0.76,607208,119,Mark Leiter Jr.,1.0,Dodger Stadium,17.0,643410,4.72,7.17,9.25,1.17,0.216,0.286,0.0,0.0,0.25,0.75,0.333,True
6,6,6,12161,Xander Bogaerts,BOS,29,0.31,0.381,0.452,0.76,593428,111,Gerrit Cole,1.0,Fenway Park,3.0,543037,3.38,7.03,11.58,1.02,0.211,0.231,0.0,0.333,0.0,0.0,0.25,False
7,7,7,5417,Jose Altuve,HOU,32,0.286,0.368,0.513,0.851,514888,117,Kris Bubic,1.0,Minute Maid Park,32.0,663460,5.27,9.41,7.51,1.54,0.27,0.0,0.25,0.2,0.6,0.75,0.333,True
8,8,8,12927,Brandon Nimmo,NYM,29,0.271,0.355,0.425,0.83,607043,121,Daniel Castano,1.0,Citi Field,22.0,641447,4.04,10.6,5.05,1.43,0.292,0.222,0.6,0.25,0.5,0.0,0.2,True
9,9,9,15362,Jeff McNeil,NYM,30,0.306,0.362,0.445,0.852,643446,121,Daniel Castano,1.0,Citi Field,22.0,641447,4.04,10.6,5.05,1.43,0.292,0.25,0.2,0.333,0.4,0.25,0.0,True
10,10,10,18036,Jake Cronenworth,SDP,28,0.237,0.34,0.388,0.846,630105,135,Logan Webb,1.0,Petco Park,31.0,657277,3.17,7.99,7.29,1.15,0.237,0.333,0.0,0.5,0.333,0.0,0.0,False
11,11,11,19251,Pete Alonso,NYM,27,0.278,0.357,0.541,0.777,624413,121,Daniel Castano,1.0,Citi Field,22.0,641447,4.04,10.6,5.05,1.43,0.292,0.286,0.8,0.0,0.25,0.0,0.0,False
12,12,12,22581,Alejandro Kirk,TOR,23,0.305,0.388,0.461,0.86,672386,141,Marco Gonzales,0.0,T-Mobile Park,27.0,594835,3.98,9.63,5.21,1.39,0.274,0.333,0.5,0.25,0.25,0.0,0.333,False
13,13,14,19611,Vladimir Guerrero Jr.,TOR,23,0.287,0.359,0.504,0.7829999999999999,665489,141,Marco Gonzales,0.0,T-Mobile Park,27.0,594835,3.98,9.63,5.21,1.39,0.274,0.0,0.25,0.0,0.25,0.6,0.25,True
14,14,15,17678,Alex Bregman,HOU,28,0.251,0.356,0.422,0.86,608324,117,Kris Bubic,1.0,Minute Maid Park,32.0,663460,5.27,9.41,7.51,1.54,0.27,0.333,0.0,0.6,0.0,0.2,0.0,False
15,15,16,16505,Matt Chapman,TOR,29,0.242,0.322,0.474,0.735,656305,141,Marco Gonzales,0.0,T-Mobile Park,27.0,594835,3.98,9.63,5.21,1.39,0.274,0.4,0.667,0.75,0.0,0.0,0.0,False
16,16,18,10815,Jurickson Profar,SDP,29,0.252,0.344,0.416,0.831,595777,135,Logan Webb,1.0,Petco Park,31.0,657277,3.17,7.99,7.29,1.15,0.237,0.5,0.25,0.0,0.25,0.0,0.5,False
17,17,19,19918,Daulton Varsho,ARI,25,0.239,0.314,0.431,0.7809999999999999,662139,109,Austin Gomber,1.0,Chase Field,13.0,596295,5.64,9.99,6.93,1.41,0.283,0.0,0.0,1.0,0.75,0.2,1.0,False
18,18,20,16472,Rhys Hoskins,PHI,29,0.253,0.344,0.496,0.7609999999999999,656555,143,Joan Adon,1.0,Citizens Bank Park,16.0,672851,7.1,10.58,7.65,1.78,0.29,0.0,0.0,0.0,0.5,0.25,1.0,True
19,19,21,17919,Ian Happ,CHC,27,0.276,0.356,0.432,0.7490000000000001,664023,112,Tony Gonsolin,0.0,Dodger Stadium,17.0,664062,2.3,5.66,8.37,0.89,0.178,0.0,0.0,0.25,0.2,0.25,0.25,True
20,20,22,12552,Eugenio Suarez,SEA,30,0.227,0.329,0.415,0.677,553993,136,Anthony Banda,1.0,T-Mobile Park,27.0,607455,4.26,9.95,9.95,1.58,0.292,0.667,0.0,0.25,0.667,0.0,0.5,True
21,21,24,27506,Ha-seong Kim,SDP,26,0.248,0.326,0.37,0.83,673490,135,Logan Webb,1.0,Petco Park,31.0,657277,3.17,7.99,7.29,1.15,0.237,0.5,0.667,0.25,0.5,0.0,0.0,False
22,22,25,19755,Shohei Ohtani,LAA,27,0.256,0.348,0.501,0.741,660271,108,Jordan Lyles,0.0,Oriole Park at Camden Yards,30.0,543475,4.35,10.01,7.25,1.44,0.279,0.25,0.25,0.0,0.25,0.0,0.333,False
23,23,26,9241,Starling Marte,NYM,33,0.292,0.344,0.458,0.775,516782,121,Daniel Castano,1.0,Citi Field,22.0,641447,4.04,10.6,5.05,1.43,0.292,0.5,0.333,1.0,0.2,0.5,0.5,True
24,24,27,19612,Bo Bichette,TOR,24,0.263,0.304,0.436,0.775,666182,141,Marco Gonzales,0.0,T-Mobile Park,27.0,594835,3.98,9.63,5.21,1.39,0.274,0.4,0.333,0.25,0.25,0.25,0.4,True
25,25,28,15112,Ryan McMahon,COL,27,0.242,0.339,0.397,0.752,641857,115,Dallas Keuchel,0.0,Chase Field,13.0,572971,9.64,13.02,8.68,1.82,0.329,0.0,0.0,0.75,0.0,0.667,0.25,True
26,26,29,13066,Teoscar Hernandez,TOR,29,0.273,0.325,0.494,0.669,606192,141,Marco Gonzales,0.0,T-Mobile Park,27.0,594835,3.98,9.63,5.21,1.39,0.274,0.111,0.333,0.5,0.0,0.0,0.5,False
27,27,30,13419,Christian Walker,ARI,31,0.21,0.31,0.459,0.7709999999999999,572233,109,Austin Gomber,1.0,Chase Field,13.0,596295,5.64,9.99,6.93,1.41,0.283,0.25,0.0,0.333,0.0,0.25,0.667,True
28,28,31,12546,C.J. Cron,COL,32,0.28,0.33,0.514,0.778,543068,115,Dallas Keuchel,0.0,Chase Field,13.0,572971,9.64,13.02,8.68,1.82,0.329,0.207,0.0,0.25,0.25,0.5,0.4,True
29,29,32,5827,Wilmer Flores,SFG,30,0.251,0.334,0.444,0.8290000000000001,527038,137,Joe Musgrove,0.0,Petco Park,31.0,605397,2.91,7.16,8.79,1.02,0.216,0.111,1.0,0.333,0.0,0.5,0.0,False
30,30,34,16478,Kyle Schwarber,PHI,29,0.207,0.31,0.499,0.72,656941,143,Joan Adon,1.0,Citizens Bank Park,16.0,672851,7.1,10.58,7.65,1.78,0.29,0.25,0.75,0.667,0.0,0.0,0.5,False
31,31,35,13613,Ketel Marte,ARI,28,0.261,0.346,0.445,0.804,606466,109,Austin Gomber,1.0,Chase Field,13.0,596295,5.64,9.99,6.93,1.41,0.283,0.667,0.5,0.0,0.25,0.0,0.5,True
32,32,36,10231,Jose Iglesias,COL,32,0.316,0.358,0.417,0.865,578428,115,Dallas Keuchel,0.0,Chase Field,13.0,572971,9.64,13.02,8.68,1.82,0.329,0.2,0.0,0.25,0.5,0.25,0.0,True
33,33,37,11445,Mark Canha,NYM,33,0.266,0.366,0.37,0.7909999999999999,592192,121,Daniel Castano,1.0,Citi Field,22.0,641447,4.04,10.6,5.05,1.43,0.292,0.0,0.0,0.5,0.333,0.0,0.333,True
34,34,38,19997,Santiago Espinal,TOR,27,0.263,0.313,0.378,0.8490000000000001,669289,141,Marco Gonzales,0.0,T-Mobile Park,27.0,594835,3.98,9.63,5.21,1.39,0.274,0.5,0.333,0.0,0.333,0.25,0.5,True
35,35,39,17907,Brendan Rodgers,COL,25,0.284,0.334,0.432,0.785,663898,115,Dallas Keuchel,0.0,Chase Field,13.0,572971,9.64,13.02,8.68,1.82,0.329,0.5,0.25,0.0,0.25,0.0,0.333,True
36,36,40,19326,Bryan Reynolds,PIT,27,0.257,0.343,0.449,0.752,668804,134,Mike Minor,0.0,Great American Ball Park,8.0,501985,6.24,10.02,7.84,1.56,0.276,0.167,0.667,0.5,0.0,0.333,0.0,False
37,37,42,15998,Cody Bellinger,LAD,26,0.212,0.269,0.405,0.759,641355,119,Mark Leiter Jr.,1.0,Dodger Stadium,17.0,643410,4.72,7.17,9.25,1.17,0.216,0.25,0.75,0.0,0.333,0.0,0.0,False
38,38,43,15279,Garrett Cooper,MIA,31,0.275,0.348,0.424,0.7959999999999999,643265,146,Trevor Williams,0.0,Citi Field,22.0,592866,3.16,8.19,8.19,1.16,0.239,0.667,0.0,0.333,0.0,0.25,0.6,False
39,39,44,14854,Mike Yastrzemski,SFG,31,0.22,0.315,0.393,0.797,573262,137,Joe Musgrove,0.0,Petco Park,31.0,605397,2.91,7.16,8.79,1.02,0.216,0.25,0.0,0.0,0.0,0.25,0.0,False
40,40,46,19238,Lourdes Gurriel Jr.,TOR,28,0.309,0.361,0.421,0.797,666971,141,Marco Gonzales,0.0,T-Mobile Park,27.0,594835,3.98,9.63,5.21,1.39,0.274,0.0,0.0,0.333,0.4,0.333,1.0,True
41,41,47,18564,Trent Grisham,SDP,25,0.192,0.29,0.355,0.772,663757,135,Logan Webb,1.0,Petco Park,31.0,657277,3.17,7.99,7.29,1.15,0.237,0.308,0.0,0.333,0.0,0.0,0.667,True
42,42,48,6184,J.D. Martinez,BOS,34,0.281,0.345,0.447,0.716,502110,111,Gerrit Cole,1.0,Fenway Park,3.0,543037,3.38,7.03,11.58,1.02,0.211,0.259,0.25,0.6,0.25,0.0,0.25,False
43,43,49,6153,Eduardo Escobar,NYM,33,0.22,0.273,0.39,0.753,500871,121,Daniel Castano,1.0,Citi Field,22.0,641447,4.04,10.6,5.05,1.43,0.292,0.0,0.2,0.0,0.2,0.25,0.5,False
44,44,50,11265,Jonathan Schoop,DET,30,0.203,0.238,0.31,0.7559999999999999,570731,116,Dylan Cease,0.0,Guaranteed Rate Field,23.0,656302,1.98,6.53,12.18,1.16,0.198,0.316,0.25,0.333,1.0,0.5,0.0,True
45,45,51,17027,Alex Verdugo,BOS,26,0.272,0.312,0.389,0.863,657077,111,Gerrit Cole,1.0,Fenway Park,3.0,543037,3.38,7.03,11.58,1.02,0.211,0.313,0.0,0.25,0.2,0.25,0.25,False
46,46,52,7802,Miguel Rojas,MIA,33,0.233,0.282,0.335,0.852,500743,146,Trevor Williams,0.0,Citi Field,22.0,592866,3.16,8.19,8.19,1.16,0.239,0.143,0.333,0.0,0.5,0.0,0.5,True
47,47,53,12979,Javier Baez,DET,29,0.22,0.262,0.372,0.674,595879,116,Dylan Cease,0.0,Guaranteed Rate Field,23.0,656302,1.98,6.53,12.18,1.16,0.198,0.2,0.333,0.25,0.0,0.25,0.0,True
48,48,56,16572,Connor Joe,COL,29,0.246,0.347,0.363,0.809,656582,115,Dallas Keuchel,0.0,Chase Field,13.0,572971,9.64,13.02,8.68,1.82,0.329,0.333,0.25,0.0,0.0,0.25,0.333,True
49,49,57,22799,Geraldo Perdomo,ARI,22,0.205,0.298,0.286,0.812,672695,109,Austin Gomber,1.0,Chase Field,13.0,596295,5.64,9.99,6.93,1.41,0.283,0.0,0.0,0.667,0.0,0.25,0.0,False
50,50,58,10243,Randal Grichuk,COL,30,0.27,0.312,0.435,0.768,545341,115,Dallas Keuchel,0.0,Chase Field,13.0,572971,9.64,13.02,8.68,1.82,0.329,0.308,0.0,0.0,0.25,0.0,0.5,True
51,51,59,11342,Jesus Aguilar,MIA,32,0.241,0.287,0.391,0.745,542583,146,Trevor Williams,0.0,Citi Field,22.0,592866,3.16,8.19,8.19,1.16,0.239,0.167,0.0,0.0,0.4,0.0,0.4,True
52,52,60,19198,Yuli Gurriel,HOU,38,0.238,0.287,0.38,0.86,493329,117,Kris Bubic,1.0,Minute Maid Park,32.0,663460,5.27,9.41,7.51,1.54,0.27,0.0,0.333,0.25,0.25,0.0,0.333,False
53,53,61,18607,Jared Walsh,LAA,28,0.225,0.27,0.392,0.753,665120,108,Jordan Lyles,0.0,Oriole Park at Camden Yards,30.0,543475,4.35,10.01,7.25,1.44,0.279,0.4,0.25,0.0,0.0,0.0,0.0,False
