,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,IDfg,Name,Team,Age,AVG,OBP,SLG,Contact% (pi),BatterIDs,TeamIDs,Pitchers,Home,Ballpark,BallparkNumber,PitcherIDs,era,h9,k9,whip,avg,MatchupAverage,Game 1,Game 2,Game 3,Game 4,Game 5,TestLabels
15,15,15,16,11609,Willson Contreras,CHC,30,0.253,0.364,0.463,0.711,575929,112,Luis Severino,0,Yankee Stadium,6,622663,3.45,7.01,9.94,1.07,0.211,0.0,0.333,0.333,0.0,0.4,0.333,True
16,16,16,17,10815,Jurickson Profar,SDP,29,0.252,0.344,0.416,0.831,595777,135,Chad Kuhl,1,Petco Park,31,641771,5.16,9.7,6.64,1.52,0.273,0.0,0.5,0.5,0.75,0.4,0.0,True
17,17,17,18,19918,Daulton Varsho,ARI,25,0.239,0.314,0.431,0.7809999999999999,662139,109,Kyle Gibson,0,Citizens Bank Park,16,502043,4.36,8.01,6.85,1.17,0.238,0.5,0.0,0.2,0.333,0.0,0.0,True
18,18,18,19,16472,Rhys Hoskins,PHI,29,0.253,0.344,0.496,0.7609999999999999,656555,143,Zac Gallen,1,Citizens Bank Park,16,668678,3.12,6.62,8.67,1.02,0.203,0.0,0.25,0.2,0.4,0.0,0.0,True
19,19,19,20,12552,Eugenio Suarez,SEA,30,0.227,0.329,0.415,0.677,553993,136,Rich Hill,1,T-Mobile Park,27,448179,4.75,9.39,6.84,1.35,0.266,0.5,0.333,0.333,0.0,0.75,0.5,True
20,20,20,21,17982,Ty France,SEA,27,0.298,0.368,0.463,0.838,664034,136,Rich Hill,1,T-Mobile Park,27,448179,4.75,9.39,6.84,1.35,0.266,0.286,0.5,0.25,0.0,0.2,0.0,True
21,21,21,22,3473,Anthony Rizzo,NYY,32,0.227,0.347,0.511,0.8,519203,147,Wade Miley,1,Yankee Stadium,6,489119,2.84,7.11,5.68,1.21,0.214,0.2,0.5,0.25,0.167,0.25,0.25,False
22,22,22,24,15112,Ryan McMahon,COL,27,0.242,0.339,0.397,0.752,641857,115,Joe Musgrove,0,Petco Park,31,605397,2.91,7.16,8.79,1.02,0.216,0.111,0.5,0.0,0.4,0.0,0.0,False
23,23,23,25,12533,Marcus Semien,TEX,31,0.239,0.298,0.403,0.8079999999999999,543760,140,Reynaldo Lopez,0,Guaranteed Rate Field,23,625643,2.91,7.89,9.55,1.06,0.239,0.0,0.25,1.0,0.75,0.4,0.25,False
24,24,24,26,13419,Christian Walker,ARI,31,0.21,0.31,0.459,0.7709999999999999,572233,109,Kyle Gibson,0,Citizens Bank Park,16,502043,4.36,8.01,6.85,1.17,0.238,0.0,0.0,0.4,0.0,0.0,0.0,True
25,25,25,28,12546,C.J. Cron,COL,32,0.28,0.33,0.514,0.778,543068,115,Joe Musgrove,0,Petco Park,31,605397,2.91,7.16,8.79,1.02,0.216,0.154,0.25,0.0,0.0,1.0,0.0,True
26,26,26,29,5827,Wilmer Flores,SFG,30,0.251,0.334,0.444,0.8290000000000001,527038,137,Walker Buehler,1,Oracle Park,9,621111,4.02,9.28,8.03,1.29,0.263,0.111,0.0,0.0,0.75,0.25,0.0,False
27,27,27,30,13152,Jorge Polanco,MIN,28,0.237,0.349,0.407,0.777,593871,142,Drew Rasmussen,1,Target Field,26,656876,2.96,8.08,7.39,1.17,0.238,0.0,0.333,0.0,0.8,0.25,0.333,True
28,28,28,31,11477,Christian Yelich,MIL,30,0.262,0.365,0.39,0.7829999999999999,592885,158,Erick Fedde,0,Nationals Park,29,607200,4.95,9.32,6.8,1.54,0.269,0.429,0.5,0.25,0.5,0.0,0.0,True
29,29,29,32,16426,Thairo Estrada,SFG,26,0.269,0.319,0.42,0.813,642731,137,Walker Buehler,1,Oracle Park,9,621111,4.02,9.28,8.03,1.29,0.263,0.0,0.333,0.333,0.0,0.5,0.0,True
30,30,30,33,20126,Dylan Carlson,STL,23,0.241,0.31,0.398,0.772,666185,138,Luis Castillo,1,Busch Stadium,15,622491,1.84,4.91,9.2,0.89,0.163,0.353,0.5,0.5,0.2,0.75,0.5,True
31,31,31,34,13613,Ketel Marte,ARI,28,0.261,0.346,0.445,0.804,606466,109,Kyle Gibson,0,Citizens Bank Park,16,502043,4.36,8.01,6.85,1.17,0.238,0.2,0.5,0.5,0.5,0.0,0.0,False
32,32,32,35,10231,Jose Iglesias,COL,32,0.316,0.358,0.417,0.865,578428,115,Joe Musgrove,0,Petco Park,31,605397,2.91,7.16,8.79,1.02,0.216,0.286,0.0,0.25,0.25,0.0,0.5,True
33,33,33,36,14162,Carlos Correa,MIN,27,0.265,0.342,0.431,0.7829999999999999,621043,142,Drew Rasmussen,1,Target Field,26,656876,2.96,8.08,7.39,1.17,0.238,0.0,0.5,0.333,0.0,0.6,0.2,True
34,34,34,37,12144,Max Kepler,MIN,29,0.233,0.331,0.373,0.813,596146,142,Drew Rasmussen,1,Target Field,26,656876,2.96,8.08,7.39,1.17,0.238,1.0,0.0,0.25,0.333,0.0,0.75,False
35,35,35,39,15491,J.P. Crawford,SEA,27,0.255,0.331,0.354,0.875,641487,136,Rich Hill,1,T-Mobile Park,27,448179,4.75,9.39,6.84,1.35,0.266,0.333,0.4,0.5,0.25,0.2,0.0,True
36,36,36,40,18171,Seth Brown,OAK,29,0.238,0.295,0.463,0.732,664913,133,Triston McKenzie,0,Progressive Field,7,663474,3.16,6.33,8.51,0.96,0.197,0.25,0.5,0.5,0.0,0.25,0.0,True
37,37,37,41,5038,Josh Donaldson,NYY,36,0.228,0.31,0.401,0.705,518626,147,Wade Miley,1,Yankee Stadium,6,489119,2.84,7.11,5.68,1.21,0.214,0.211,0.5,0.333,0.2,0.25,0.0,True
38,38,38,42,8709,Elvis Andrus,OAK,33,0.24,0.302,0.371,0.81,462101,133,Triston McKenzie,0,Progressive Field,7,663474,3.16,6.33,8.51,0.96,0.197,0.0,0.333,0.0,0.25,0.25,0.333,True
39,39,39,43,5297,Aaron Hicks,NYY,32,0.222,0.348,0.314,0.763,543305,147,Wade Miley,1,Yankee Stadium,6,489119,2.84,7.11,5.68,1.21,0.214,0.3,0.4,0.667,0.667,0.0,0.333,False
40,40,40,44,14854,Mike Yastrzemski,SFG,31,0.22,0.315,0.393,0.797,573262,137,Walker Buehler,1,Oracle Park,9,621111,4.02,9.28,8.03,1.29,0.263,0.3,0.0,0.75,0.0,0.0,0.0,False
41,41,41,45,17620,Myles Straw,CLE,27,0.214,0.292,0.272,0.892,664702,114,Paul Blackburn,1,Progressive Field,7,621112,4.28,8.89,7.19,1.26,0.255,0.0,0.0,0.25,0.25,0.0,0.25,False
42,42,42,46,18564,Trent Grisham,SDP,25,0.192,0.29,0.355,0.772,663757,135,Chad Kuhl,1,Petco Park,31,641771,5.16,9.7,6.64,1.52,0.273,1.0,0.25,0.25,0.0,0.333,0.667,True
43,43,43,47,6184,J.D. Martinez,BOS,34,0.281,0.345,0.447,0.716,502110,111,Marco Gonzales,0,T-Mobile Park,27,594835,3.98,9.63,5.21,1.39,0.274,0.364,0.25,0.0,0.4,0.667,0.2,True
44,44,44,48,15223,Adam Frazier,SEA,30,0.243,0.306,0.31,0.878,624428,136,Rich Hill,1,T-Mobile Park,27,448179,4.75,9.39,6.84,1.35,0.266,0.0,0.0,1.0,0.25,0.0,0.0,False
45,45,45,49,11265,Jonathan Schoop,DET,30,0.203,0.238,0.31,0.7559999999999999,570731,116,Jose Berrios,1,Comerica Park,25,621244,5.19,9.92,8.16,1.35,0.275,0.143,0.5,0.2,0.0,0.0,0.25,False
46,46,46,50,19566,Nathaniel Lowe,TEX,26,0.282,0.332,0.461,0.775,663993,140,Reynaldo Lopez,0,Guaranteed Rate Field,23,625643,2.91,7.89,9.55,1.06,0.239,0.0,0.667,0.0,0.6,0.5,0.0,True
47,47,47,51,7802,Miguel Rojas,MIA,33,0.233,0.282,0.335,0.852,500743,146,Luis Garcia,0,Minute Maid Park,32,472610,3.51,8.78,9.44,1.27,0.252,0.0,0.0,0.0,0.667,0.333,0.0,False
48,48,48,52,12979,Javier Baez,DET,29,0.22,0.262,0.372,0.674,595879,116,Jose Berrios,1,Comerica Park,25,621244,5.19,9.92,8.16,1.35,0.275,0.0,0.0,0.5,0.5,0.0,0.0,False
49,49,49,53,15679,Rowdy Tellez,MIL,27,0.238,0.323,0.475,0.797,642133,158,Erick Fedde,0,Nationals Park,29,607200,4.95,9.32,6.8,1.54,0.269,0.2,0.25,0.5,0.5,0.0,0.667,False
50,50,50,54,10681,Gio Urshela,MIN,30,0.262,0.304,0.423,0.807,570482,142,Drew Rasmussen,1,Target Field,26,656876,2.96,8.08,7.39,1.17,0.238,0.0,0.25,0.5,0.5,0.2,0.5,False
51,51,51,55,13590,Jesse Winker,SEA,28,0.229,0.348,0.363,0.815,608385,136,Rich Hill,1,T-Mobile Park,27,448179,4.75,9.39,6.84,1.35,0.266,0.0,0.333,0.0,0.25,0.0,0.5,True
52,52,52,56,7859,Charlie Blackmon,COL,35,0.263,0.314,0.446,0.816,453568,115,Joe Musgrove,0,Petco Park,31,605397,2.91,7.16,8.79,1.02,0.216,0.455,0.6,0.5,0.5,0.4,0.0,True
53,53,53,57,9847,Andrew McCutchen,MIL,35,0.255,0.325,0.4,0.804,457705,158,Erick Fedde,0,Nationals Park,29,607200,4.95,9.32,6.8,1.54,0.269,0.176,0.25,0.0,0.667,0.6,0.0,True
54,54,54,58,14894,Tony Kemp,OAK,30,0.212,0.285,0.3,0.8740000000000001,643393,133,Triston McKenzie,0,Progressive Field,7,663474,3.16,6.33,8.51,0.96,0.197,0.0,0.333,0.0,0.25,1.0,0.25,False
55,55,55,59,15117,Hunter Dozier,KCR,30,0.245,0.309,0.411,0.733,641531,118,Bruce Zimmermann,1,Kauffman Stadium,5,669145,5.85,11.84,6.12,1.48,0.322,0.667,0.0,0.0,0.25,0.0,0.0,True
56,56,56,60,11342,Jesus Aguilar,MIA,32,0.241,0.287,0.391,0.745,542583,146,Luis Garcia,0,Minute Maid Park,32,472610,3.51,8.78,9.44,1.27,0.252,0.0,0.25,0.25,0.0,0.25,0.25,True
57,57,57,62,11200,Kole Calhoun,TEX,34,0.211,0.269,0.363,0.654,594777,140,Reynaldo Lopez,0,Guaranteed Rate Field,23,625643,2.91,7.89,9.55,1.06,0.239,0.167,0.25,0.0,0.25,0.0,0.0,False
58,58,58,63,12179,Maikel Franco,WSN,29,0.229,0.256,0.338,0.742,596748,120,Aaron Ashby,1,Nationals Park,29,676879,4.32,8.86,10.86,1.46,0.251,0.0,0.25,0.333,0.25,0.6,0.2,True
59,59,59,64,1744,Miguel Cabrera,DET,39,0.268,0.317,0.331,0.7440000000000001,408234,116,Jose Berrios,1,Comerica Park,25,621244,5.19,9.92,8.16,1.35,0.275,0.167,0.25,0.2,1.0,0.333,0.333,True
