,Unnamed: 0,Unnamed: 0.1,IDfg,Name,Team,Age,AVG,OBP,SLG,Contact% (pi),BatterIDs,TeamIDs,Pitchers,Home,Ballpark,BallparkNumber,PitcherIDs,era,h9,k9,whip,avg,MatchupAverage,Game 1,Game 2,Game 3,Game 4,Game 5,TestLabels
0,0,2,13510,Jose Ramirez,CLE,29,0.284,0.355,0.55,0.877,608070,114,Lance Lynn,1.0,Progressive Field,7.0,458681,5.88,9.96,9.35,1.29,0.269,0.353,0.25,0.75,0.25,0.0,0.333,False
1,1,3,18314,Dansby Swanson,ATL,28,0.292,0.348,0.464,0.7090000000000001,621020,144,Max Scherzer,1.0,Truist Park,12.0,453286,1.98,6.49,11.29,0.9,0.2,0.184,0.5,0.0,0.6,0.25,0.0,False
2,2,4,11493,Manny Machado,SDP,29,0.29,0.362,0.509,0.7759999999999999,592518,135,Jose Urena,0.0,Coors Field,1.0,570632,4.86,9.97,4.62,1.62,0.287,0.2,0.0,0.0,0.333,0.25,0.2,True
3,3,5,12916,Francisco Lindor,NYM,28,0.268,0.344,0.462,0.7879999999999999,596019,121,Max Fried,0.0,Truist Park,12.0,608331,2.6,8.07,8.26,1.08,0.237,0.083,0.2,0.25,0.2,0.25,0.0,True
4,4,6,18360,Austin Riley,ATL,25,0.298,0.359,0.594,0.7390000000000001,663586,144,Max Scherzer,1.0,Truist Park,12.0,453286,1.98,6.49,11.29,0.9,0.2,0.143,0.5,0.667,0.2,0.5,0.667,True
5,5,8,12161,Xander Bogaerts,BOS,29,0.31,0.381,0.452,0.76,593428,111,Matt Wisler,0.0,Tropicana Field,21.0,605538,2.36,6.21,7.29,1.02,0.192,0.5,0.5,0.5,0.0,0.0,0.0,True
6,6,9,11739,J.T. Realmuto,PHI,31,0.268,0.339,0.455,0.784,592663,143,Miles Mikolas,0.0,Busch Stadium,15.0,571945,3.5,8.09,6.88,1.09,0.239,0.0,0.0,0.0,0.333,0.0,0.5,True
7,7,10,19470,Tommy Edman,STL,27,0.258,0.322,0.367,0.821,669242,138,Aaron Nola,1.0,Busch Stadium,15.0,605400,3.17,7.28,9.77,0.95,0.219,0.0,0.25,0.0,0.0,0.0,0.25,False
8,8,11,19950,Andres Gimenez,CLE,23,0.302,0.365,0.484,0.743,665926,114,Lance Lynn,1.0,Progressive Field,7.0,458681,5.88,9.96,9.35,1.29,0.269,0.333,0.0,0.5,0.0,0.0,0.0,False
9,9,12,12927,Brandon Nimmo,NYM,29,0.271,0.355,0.425,0.83,607043,121,Max Fried,0.0,Truist Park,12.0,608331,2.6,8.07,8.26,1.08,0.237,0.154,0.0,0.0,0.2,0.333,0.6,True
10,10,14,15676,Jose Abreu,CHW,35,0.297,0.375,0.464,0.794,547989,145,Cal Quantrill,0.0,Progressive Field,7.0,615698,3.88,9.0,5.78,1.28,0.265,0.111,0.0,0.5,0.4,0.25,0.4,True
11,11,15,19352,Sean Murphy,OAK,27,0.245,0.32,0.43,0.775,669221,133,Spencer Howard,0.0,Globe Life Field,14.0,675921,7.41,11.95,7.65,1.73,0.309,1.0,0.25,0.5,0.25,0.0,0.333,True
12,12,16,19251,Pete Alonso,NYM,27,0.278,0.357,0.541,0.777,624413,121,Max Fried,0.0,Truist Park,12.0,608331,2.6,8.07,8.26,1.08,0.237,0.19,0.25,0.25,0.0,0.0,0.8,True
13,13,18,18577,Ke'Bryan Hayes,PIT,25,0.248,0.32,0.358,0.818,663647,134,Trevor Rogers,0.0,loanDepot park,20.0,669432,5.85,10.16,8.52,1.6,0.283,0.0,0.75,0.0,0.0,0.2,0.0,True
14,14,19,16472,Rhys Hoskins,PHI,29,0.253,0.344,0.496,0.7609999999999999,656555,143,Miles Mikolas,0.0,Busch Stadium,15.0,571945,3.5,8.09,6.88,1.09,0.239,0.0,0.5,0.0,0.25,0.333,0.0,True
15,15,21,20043,Luis Robert,CHW,24,0.298,0.334,0.453,0.755,673357,145,Cal Quantrill,0.0,Progressive Field,7.0,615698,3.88,9.0,5.78,1.28,0.265,0.5,0.0,0.333,0.4,0.25,0.5,False
16,16,22,15518,Amed Rosario,CLE,26,0.29,0.324,0.417,0.8240000000000001,642708,114,Lance Lynn,1.0,Progressive Field,7.0,458681,5.88,9.96,9.35,1.29,0.269,0.222,0.0,0.6,0.25,0.0,0.0,True
