,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,IDfg,Name,Team,Age,AVG,OBP,SLG,Contact% (pi),BatterIDs,TeamIDs,Pitchers,Home,Ballpark,BallparkNumber,PitcherIDs,era,h9,k9,whip,avg,MatchupAverage,Game 1,Game 2,Game 3,Game 4,Game 5,TestLabels
0,0,0,0,0,0,9777,Nolan Arenado,STL,31,0.3,0.369,0.55,0.81,571448,138,Logan Webb,0,Oracle Park,9,657277,3.17,7.99,7.29,1.15,0.237,0.143,0.25,0.0,0.5,0.25,0.0,True
1,1,1,1,1,1,9218,Paul Goldschmidt,STL,34,0.329,0.413,0.609,0.768,502671,138,Logan Webb,0,Oracle Park,9,657277,3.17,7.99,7.29,1.15,0.237,0.5,0.0,0.2,0.0,0.0,0.667,True
2,2,2,2,2,2,5361,Freddie Freeman,LAD,32,0.323,0.4,0.524,0.8290000000000001,518692,119,Drew Smyly,0,Wrigley Field,24,592767,3.97,9.59,7.13,1.29,0.266,0.0,0.333,0.0,0.5,0.0,0.333,True
3,3,3,3,3,3,13510,Jose Ramirez,CLE,29,0.284,0.355,0.55,0.877,608070,114,Kevin Gausman,1,Progressive Field,7,592332,2.91,9.56,10.48,1.23,0.27,0.273,0.25,0.0,0.0,0.333,0.0,True
4,4,4,4,4,4,18314,Dansby Swanson,ATL,28,0.292,0.348,0.464,0.7090000000000001,621020,144,Corbin Burnes,1,Truist Park,12,669203,2.45,5.89,11.58,0.93,0.183,0.8,0.333,0.667,0.25,0.0,0.0,False
5,5,5,5,5,5,19556,Yordan Alvarez,HOU,25,0.297,0.403,0.63,0.802,670541,117,Eduardo Rodriguez,1,Minute Maid Park,32,593958,4.38,8.08,7.85,1.33,0.233,0.5,0.0,0.5,0.333,0.333,0.333,False
6,6,6,6,6,7,18360,Austin Riley,ATL,25,0.298,0.359,0.594,0.7390000000000001,663586,144,Corbin Burnes,1,Truist Park,12,669203,2.45,5.89,11.58,0.93,0.183,0.333,0.0,0.2,0.0,0.333,0.5,False
7,7,7,7,7,8,13611,Mookie Betts,LAD,29,0.276,0.345,0.535,0.867,605141,119,Drew Smyly,0,Wrigley Field,24,592767,3.97,9.59,7.13,1.29,0.266,0.36,0.667,0.25,0.25,0.5,0.333,True
8,8,8,8,8,9,17350,Rafael Devers,BOS,25,0.31,0.367,0.586,0.73,646240,111,Dylan Cease,1,Fenway Park,3,656302,1.98,6.53,12.18,1.16,0.198,0.0,0.333,0.25,0.0,0.25,0.4,True
9,9,9,9,9,10,16252,Trea Turner,LAD,29,0.306,0.346,0.502,0.76,607208,119,Drew Smyly,0,Wrigley Field,24,592767,3.97,9.59,7.13,1.29,0.266,0.25,0.25,0.25,0.0,0.0,0.0,True
10,10,10,10,10,11,12161,Xander Bogaerts,BOS,29,0.31,0.381,0.452,0.76,593428,111,Dylan Cease,1,Fenway Park,3,656302,1.98,6.53,12.18,1.16,0.198,1.0,0.0,0.25,0.4,0.0,0.25,True
11,11,11,11,11,13,19470,Tommy Edman,STL,27,0.258,0.322,0.367,0.821,669242,138,Logan Webb,0,Oracle Park,9,657277,3.17,7.99,7.29,1.15,0.237,0.5,0.25,0.6,0.0,0.5,0.5,False
12,12,12,12,12,14,5417,Jose Altuve,HOU,32,0.286,0.368,0.513,0.851,514888,117,Eduardo Rodriguez,1,Minute Maid Park,32,593958,4.38,8.08,7.85,1.33,0.233,0.385,0.667,0.5,0.5,0.333,0.0,True
13,13,13,13,13,17,19197,Will Smith,LAD,27,0.275,0.361,0.477,0.8290000000000001,669257,119,Drew Smyly,0,Wrigley Field,24,592767,3.97,9.59,7.13,1.29,0.266,0.333,0.5,0.0,0.25,0.333,0.0,False
14,14,14,14,14,19,15676,Jose Abreu,CHW,35,0.297,0.375,0.464,0.794,547989,145,Nick Pivetta,0,Fenway Park,3,601713,4.51,8.73,8.66,1.33,0.253,0.4,0.25,0.5,0.0,0.333,0.25,True
15,15,15,15,15,21,11609,Willson Contreras,CHC,30,0.253,0.364,0.463,0.711,575929,112,Clayton Kershaw,1,Wrigley Field,24,477132,2.64,7.28,9.28,0.98,0.218,0.273,0.0,0.667,0.0,0.0,0.25,True
