,Unnamed: 0,Unnamed: 0.1,IDfg,Name,Team,Age,AVG,OBP,SLG,Contact% (pi),BatterIDs,TeamIDs,Pitchers,Home,Ballpark,BallparkNumber,PitcherIDs,era,h9,k9,whip,avg,MatchupAverage,Game 1,Game 2,Game 3,Game 4,Game 5,TestLabels
0,0,0,5361,Freddie Freeman,LAD,32,0.323,0.4,0.524,0.8290000000000001,518692,119,Blake Snell,1,Dodger Stadium,17,605483,3.96,7.56,11.77,1.33,0.226,0.333,0.0,0.5,0.4,0.25,0.4,True
1,1,2,11493,Manny Machado,SDP,29,0.29,0.362,0.509,0.7759999999999999,592518,135,Tony Gonsolin,0,Dodger Stadium,17,664062,2.3,5.66,8.37,0.89,0.178,0.25,0.25,0.0,0.5,0.25,0.6,False
2,2,4,17350,Rafael Devers,BOS,25,0.31,0.367,0.586,0.73,646240,111,Adrian Sampson,0,Wrigley Field,24,592716,3.83,8.76,6.57,1.2,0.25,0.333,0.0,0.25,0.25,0.6,0.25,True
3,3,5,16252,Trea Turner,LAD,29,0.306,0.346,0.502,0.76,607208,119,Blake Snell,1,Dodger Stadium,17,605483,3.96,7.56,11.77,1.33,0.226,0.143,0.0,0.2,0.2,0.0,0.167,True
4,4,6,12161,Xander Bogaerts,BOS,29,0.31,0.381,0.452,0.76,593428,111,Adrian Sampson,0,Wrigley Field,24,592716,3.83,8.76,6.57,1.2,0.25,0.6,0.2,0.25,0.333,0.0,0.25,True
5,5,8,5417,Jose Altuve,HOU,32,0.286,0.368,0.513,0.851,514888,117,Michael Lorenzen,1,Minute Maid Park,32,547179,4.94,8.37,6.97,1.35,0.245,0.0,0.0,0.0,0.0,0.333,0.333,True
6,6,9,14161,Byron Buxton,MIN,28,0.222,0.301,0.549,0.6890000000000001,621439,142,Spenser Watkins,1,Target Field,26,657093,4.02,9.22,5.84,1.33,0.261,0.333,0.0,0.0,0.4,0.0,0.0,True
7,7,10,19197,Will Smith,LAD,27,0.275,0.361,0.477,0.8290000000000001,669257,119,Blake Snell,1,Dodger Stadium,17,605483,3.96,7.56,11.77,1.33,0.226,0.4,0.0,0.4,0.0,0.333,0.25,True
8,8,11,15676,Jose Abreu,CHW,35,0.297,0.375,0.464,0.794,547989,145,Alex Cobb,0,Oracle Park,9,502171,4.15,8.87,9.64,1.29,0.253,0.2,1.0,0.6,0.25,0.667,0.25,True
9,9,12,19352,Sean Murphy,OAK,27,0.245,0.32,0.43,0.775,669221,133,Marco Gonzales,0,T-Mobile Park,27,594835,3.98,9.63,5.21,1.39,0.274,0.158,0.25,0.0,0.0,0.4,0.5,True
10,10,13,18036,Jake Cronenworth,SDP,28,0.237,0.34,0.388,0.846,630105,135,Tony Gonsolin,0,Dodger Stadium,17,664062,2.3,5.66,8.37,0.89,0.178,0.0,0.5,0.6,0.0,0.0,0.0,False
11,11,14,22581,Alejandro Kirk,TOR,23,0.305,0.388,0.461,0.86,672386,141,Corey Kluber,1,Rogers Centre,2,446372,4.05,9.08,8.03,1.15,0.26,0.333,0.25,0.0,1.0,0.333,0.5,True
12,12,15,11609,Willson Contreras,CHC,30,0.253,0.364,0.463,0.711,575929,112,Rich Hill,1,Wrigley Field,24,448179,4.75,9.39,6.84,1.35,0.266,0.5,0.4,0.75,0.5,0.4,0.333,False
13,13,16,21479,Nico Hoerner,CHC,25,0.297,0.34,0.411,0.857,663538,112,Rich Hill,1,Wrigley Field,24,448179,4.75,9.39,6.84,1.35,0.266,0.0,0.5,0.333,0.75,0.5,0.5,False
14,14,17,19611,Vladimir Guerrero Jr.,TOR,23,0.287,0.359,0.504,0.7829999999999999,665489,141,Corey Kluber,1,Rogers Centre,2,446372,4.05,9.08,8.03,1.15,0.26,0.571,0.0,0.0,0.5,0.25,0.5,True
15,15,18,17678,Alex Bregman,HOU,28,0.251,0.356,0.422,0.86,608324,117,Michael Lorenzen,1,Minute Maid Park,32,547179,4.94,8.37,6.97,1.35,0.245,0.5,0.333,0.25,0.6,0.333,0.0,False
16,16,20,18345,Kyle Tucker,HOU,25,0.242,0.332,0.449,0.8059999999999999,663656,117,Michael Lorenzen,1,Minute Maid Park,32,547179,4.94,8.37,6.97,1.35,0.245,0.0,0.0,0.333,0.333,0.0,0.0,True
17,17,21,10815,Jurickson Profar,SDP,29,0.252,0.344,0.416,0.831,595777,135,Tony Gonsolin,0,Dodger Stadium,17,664062,2.3,5.66,8.37,0.89,0.178,0.75,0.25,0.0,0.25,0.0,0.25,True
