,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,IDfg,Name,Team,Age,AVG,OBP,SLG,Contact% (pi),BatterIDs,TeamIDs,Pitchers,Home,Ballpark,BallparkNumber,PitcherIDs,era,h9,k9,whip,avg,MatchupAverage,Game 1,Game 2,Game 3,Game 4,Game 5,TestLabels
0,0,0,0,0,0,0,9777,Nolan Arenado,STL,31,0.3,0.369,0.55,0.81,571448,138,Max Scherzer,1.0,Busch Stadium,15.0,453286,1.98,6.49,11.29,0.9,0.2,0.2,0.0,0.2,0.5,0.75,0.25,False
1,1,1,1,1,1,1,9218,Paul Goldschmidt,STL,34,0.329,0.413,0.609,0.768,502671,138,Max Scherzer,1.0,Busch Stadium,15.0,453286,1.98,6.49,11.29,0.9,0.2,0.156,0.5,0.4,0.6,0.0,0.0,True
2,2,2,2,2,2,2,5361,Freddie Freeman,LAD,32,0.323,0.4,0.524,0.8290000000000001,518692,119,Merrill Kelly,0.0,Chase Field,13.0,518876,2.86,7.48,7.41,1.13,0.226,0.5,0.25,0.0,0.5,0.75,0.0,True
3,3,3,3,3,3,3,13510,Jose Ramirez,CLE,29,0.284,0.355,0.55,0.877,608070,114,Michael Lorenzen,0.0,Angel Stadium,4.0,547179,4.94,8.37,6.97,1.35,0.245,0.4,0.333,0.0,0.0,0.4,0.333,False
4,4,4,4,4,4,4,19556,Yordan Alvarez,HOU,25,0.297,0.403,0.63,0.802,670541,117,Dane Dunning,0.0,Globe Life Field,14.0,641540,4.04,8.79,7.84,1.36,0.257,0.667,0.2,0.0,0.0,0.0,0.0,True
5,5,5,5,5,5,5,13611,Mookie Betts,LAD,29,0.276,0.345,0.535,0.867,605141,119,Merrill Kelly,0.0,Chase Field,13.0,518876,2.86,7.48,7.41,1.13,0.226,0.333,0.333,0.0,0.667,0.25,0.0,True
6,6,6,6,6,6,6,17350,Rafael Devers,BOS,25,0.31,0.367,0.586,0.73,646240,111,Jose Berrios,0.0,Rogers Centre,2.0,621244,5.19,9.92,8.16,1.35,0.275,0.235,0.25,0.0,0.25,0.0,0.2,True
7,7,7,7,7,7,7,16252,Trea Turner,LAD,29,0.306,0.346,0.502,0.76,607208,119,Merrill Kelly,0.0,Chase Field,13.0,518876,2.86,7.48,7.41,1.13,0.226,0.333,0.25,0.25,0.2,0.0,0.333,True
8,8,8,8,8,8,8,12161,Xander Bogaerts,BOS,29,0.31,0.381,0.452,0.76,593428,111,Jose Berrios,0.0,Rogers Centre,2.0,621244,5.19,9.92,8.16,1.35,0.275,0.15,0.25,0.0,0.75,0.75,0.5,True
9,9,9,9,9,9,9,11739,J.T. Realmuto,PHI,31,0.268,0.339,0.455,0.784,592663,143,Kyle Freeland,1.0,Citizens Bank Park,16.0,607536,4.56,9.5,6.66,1.36,0.272,0.167,0.25,0.0,0.667,0.0,0.75,True
10,10,10,10,10,10,10,19470,Tommy Edman,STL,27,0.258,0.322,0.367,0.821,669242,138,Max Scherzer,1.0,Busch Stadium,15.0,453286,1.98,6.49,11.29,0.9,0.2,0.444,0.0,0.333,0.333,0.0,0.5,False
11,11,11,11,11,11,12,13624,Corey Seager,TEX,28,0.25,0.329,0.475,0.7559999999999999,608369,140,Framber Valdez,1.0,Globe Life Field,14.0,664285,2.87,7.13,8.0,1.15,0.217,0.75,0.0,0.0,0.2,0.0,0.5,True
12,12,12,12,12,12,13,12927,Brandon Nimmo,NYM,29,0.271,0.355,0.425,0.83,607043,121,Miles Mikolas,0.0,Busch Stadium,15.0,571945,3.5,8.09,6.88,1.09,0.239,0.0,0.0,0.4,0.25,0.5,0.0,True
13,13,13,13,13,13,14,19197,Will Smith,LAD,27,0.275,0.361,0.477,0.8290000000000001,669257,119,Merrill Kelly,0.0,Chase Field,13.0,518876,2.86,7.48,7.41,1.13,0.226,0.545,0.333,0.0,0.0,0.0,0.25,True
14,14,14,14,14,14,15,15362,Jeff McNeil,NYM,30,0.306,0.362,0.445,0.852,643446,121,Miles Mikolas,0.0,Busch Stadium,15.0,571945,3.5,8.09,6.88,1.09,0.239,0.5,0.667,0.25,0.2,0.2,0.0,True
15,15,15,15,15,15,16,19251,Pete Alonso,NYM,27,0.278,0.357,0.541,0.777,624413,121,Miles Mikolas,0.0,Busch Stadium,15.0,571945,3.5,8.09,6.88,1.09,0.239,0.0,0.2,0.0,0.25,0.5,0.75,True
16,16,16,16,16,16,17,22581,Alejandro Kirk,TOR,23,0.305,0.388,0.461,0.86,672386,141,Nathan Eovaldi,1.0,Rogers Centre,2.0,543135,4.23,9.51,8.94,1.23,0.263,1.0,0.0,0.333,0.0,0.667,0.5,False
17,17,17,17,17,17,18,19611,Vladimir Guerrero Jr.,TOR,23,0.287,0.359,0.504,0.7829999999999999,665489,141,Nathan Eovaldi,1.0,Rogers Centre,2.0,543135,4.23,9.51,8.94,1.23,0.263,0.308,0.667,0.5,0.5,0.333,0.0,True
18,18,18,18,18,18,19,19955,Gavin Lux,LAD,24,0.297,0.37,0.425,0.8190000000000001,666158,119,Merrill Kelly,0.0,Chase Field,13.0,518876,2.86,7.48,7.41,1.13,0.226,0.333,0.333,0.0,0.0,0.0,0.0,True
19,19,19,19,19,19,20,17678,Alex Bregman,HOU,28,0.251,0.356,0.422,0.86,608324,117,Dane Dunning,0.0,Globe Life Field,14.0,641540,4.04,8.79,7.84,1.36,0.257,0.333,0.667,0.25,0.667,0.0,0.25,False
20,20,20,20,20,20,21,16505,Matt Chapman,TOR,29,0.242,0.322,0.474,0.735,656305,141,Nathan Eovaldi,1.0,Rogers Centre,2.0,543135,4.23,9.51,8.94,1.23,0.263,0.167,0.0,0.25,0.25,0.75,0.2,True
21,21,21,21,21,21,22,18345,Kyle Tucker,HOU,25,0.242,0.332,0.449,0.8059999999999999,663656,117,Dane Dunning,0.0,Globe Life Field,14.0,641540,4.04,8.79,7.84,1.36,0.257,0.667,0.0,0.75,0.0,0.0,0.0,True
22,22,22,22,22,22,23,19918,Daulton Varsho,ARI,25,0.239,0.314,0.431,0.7809999999999999,662139,109,Walker Buehler,1.0,Chase Field,13.0,621111,4.02,9.28,8.03,1.29,0.263,0.333,0.25,0.4,0.333,0.0,0.333,True
23,23,23,23,23,23,24,16472,Rhys Hoskins,PHI,29,0.253,0.344,0.496,0.7609999999999999,656555,143,Kyle Freeland,1.0,Citizens Bank Park,16.0,607536,4.56,9.5,6.66,1.36,0.272,0.167,0.0,0.333,0.0,0.0,0.25,True
24,24,24,24,24,24,25,12856,George Springer,TOR,32,0.251,0.331,0.464,0.733,543807,141,Nathan Eovaldi,1.0,Rogers Centre,2.0,543135,4.23,9.51,8.94,1.23,0.263,0.133,0.25,0.25,0.0,0.5,0.25,True
25,25,25,25,25,25,26,19287,Adolis Garcia,TEX,29,0.248,0.298,0.456,0.677,666969,140,Framber Valdez,1.0,Globe Life Field,14.0,664285,2.87,7.13,8.0,1.15,0.217,0.4,0.0,0.5,0.2,0.25,0.333,True
26,26,26,26,26,26,27,19755,Shohei Ohtani,LAA,27,0.256,0.348,0.501,0.741,660271,108,Shane Bieber,1.0,Angel Stadium,4.0,669456,3.21,7.86,9.16,1.09,0.233,0.2,0.75,0.0,0.0,0.5,0.0,False
27,27,27,27,27,27,28,9241,Starling Marte,NYM,33,0.292,0.344,0.458,0.775,516782,121,Miles Mikolas,0.0,Busch Stadium,15.0,571945,3.5,8.09,6.88,1.09,0.239,0.156,0.25,0.25,0.5,0.2,0.25,False
28,28,28,28,28,28,29,15518,Amed Rosario,CLE,26,0.29,0.324,0.417,0.8240000000000001,642708,114,Michael Lorenzen,0.0,Angel Stadium,4.0,547179,4.94,8.37,6.97,1.35,0.245,0.0,0.0,0.0,0.5,0.2,0.333,True
29,29,29,29,29,29,30,19612,Bo Bichette,TOR,24,0.263,0.304,0.436,0.775,666182,141,Nathan Eovaldi,1.0,Rogers Centre,2.0,543135,4.23,9.51,8.94,1.23,0.263,0.333,0.2,0.333,0.0,0.5,0.2,True
30,30,30,30,30,30,31,15112,Ryan McMahon,COL,27,0.242,0.339,0.397,0.752,641857,115,Kyle Gibson,0.0,Citizens Bank Park,16.0,502043,4.36,8.01,6.85,1.17,0.238,0.2,0.25,0.333,0.0,0.4,0.0,True
31,31,31,31,31,31,32,12533,Marcus Semien,TEX,31,0.239,0.298,0.403,0.8079999999999999,543760,140,Framber Valdez,1.0,Globe Life Field,14.0,664285,2.87,7.13,8.0,1.15,0.217,0.5,0.667,0.0,0.0,0.25,0.5,True
32,32,32,32,32,32,34,13419,Christian Walker,ARI,31,0.21,0.31,0.459,0.7709999999999999,572233,109,Walker Buehler,1.0,Chase Field,13.0,621111,4.02,9.28,8.03,1.29,0.263,0.167,0.25,0.25,0.2,0.333,0.25,True
33,33,33,33,33,33,35,12546,C.J. Cron,COL,32,0.28,0.33,0.514,0.778,543068,115,Kyle Gibson,0.0,Citizens Bank Park,16.0,502043,4.36,8.01,6.85,1.17,0.238,0.267,0.25,0.0,0.0,0.4,0.5,False
34,34,34,34,34,34,36,5827,Wilmer Flores,SFG,30,0.251,0.334,0.444,0.8290000000000001,527038,137,Corbin Burnes,0.0,American Family Field,18.0,669203,2.45,5.89,11.58,0.93,0.183,0.0,0.6,0.5,0.25,0.333,0.25,False
35,35,35,35,35,35,37,20126,Dylan Carlson,STL,23,0.241,0.31,0.398,0.772,666185,138,Max Scherzer,1.0,Busch Stadium,15.0,453286,1.98,6.49,11.29,0.9,0.2,0.0,0.25,0.4,0.5,0.25,0.0,False
36,36,36,36,36,36,38,16478,Kyle Schwarber,PHI,29,0.207,0.31,0.499,0.72,656941,143,Kyle Freeland,1.0,Citizens Bank Park,16.0,607536,4.56,9.5,6.66,1.36,0.272,0.0,0.25,0.25,0.0,0.333,0.5,True
